"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.929965833E-1,-6.277795258E0,-9.720486145E0,7.364535370E0,1.371622927E1
5.030775833E-1,-7.427404633E0,-9.930948486E0,7.393874359E0,1.443812507E1
5.131575833E-1,-7.617209930E0,-1.008363098E1,7.699389038E0,1.479804353E1
5.232385833E-1,-7.220834198E0,-1.002570145E1,8.196205902E0,1.482676388E1
5.333185833E-1,-7.543862457E0,-9.880353699E0,8.325686646E0,1.496156102E1
5.433995833E-1,-8.415499878E0,-9.698631592E0,8.201145630E0,1.523623584E1
5.534795833E-1,-9.286987610E0,-9.507928162E0,7.727081451E0,1.537389425E1
5.635605833E-1,-1.014919464E1,-9.430838470E0,6.434968414E0,1.527598392E1
5.736405833E-1,-1.124371857E1,-9.264384613E0,5.403613129E0,1.553863135E1
5.837215833E-1,-1.204634949E1,-8.916957092E0,5.251080322E0,1.588082190E1
5.938015833E-1,-1.196506851E1,-8.429420929E0,5.543871460E0,1.565095884E1
6.038825833E-1,-1.174008636E1,-7.570507050E0,6.095175018E0,1.524117329E1
6.139625833E-1,-1.164248932E1,-6.432423706E0,6.604416046E0,1.485065465E1
6.240435833E-1,-1.169622757E1,-5.584586792E0,6.656358032E0,1.457039640E1
6.341235833E-1,-1.218900284E1,-4.352049866E0,6.497987366E0,1.448226391E1
6.442045833E-1,-1.135119507E1,-4.512216797E0,7.087760925E0,1.412253819E1
6.542845833E-1,-1.065304688E1,-4.571343842E0,7.710316315E0,1.392241250E1
6.643655833E-1,-9.591753845E0,-4.864883423E0,9.997410278E0,1.468390428E1
6.744455833E-1,-8.526718597E0,-2.939287720E0,1.527034515E1,1.773493117E1
6.845265833E-1,-8.815168762E0,-9.208850098E-1,1.545296539E1,1.781430237E1
6.946065833E-1,-1.008737320E1,-9.511221313E-1,9.780062256E0,1.408223523E1
7.046875833E-1,-1.064391586E1,-2.831661530E0,6.305936737E0,1.269157555E1
7.147675833E-1,-9.698631592E0,-5.029241638E0,4.080065460E0,1.166206073E1
7.248485833E-1,-9.026529236E0,-4.836292877E0,2.782264252E0,1.061173658E1
7.349295833E-1,-8.129145355E0,-3.935166779E0,1.600172424E0,9.172191318E0
7.450095833E-1,-6.904691620E0,-4.065695343E0,1.791773987E0,8.210669827E0
7.550905833E-1,-6.886579285E0,-4.073329468E0,1.800156555E0,8.201070102E0
7.651705833E-1,-6.587800598E0,-2.880310364E0,1.050814819E0,7.266327566E0
7.752515833E-1,-5.477409668E0,-1.951342163E0,2.336491241E0,6.266493775E0
7.853315833E-1,-4.073479156E0,-1.483564911E0,4.011208649E0,5.906267189E0
7.954125833E-1,-3.001109161E0,-1.435514832E0,4.146826630E0,5.316345561E0
8.054925833E-1,-3.665278015E0,-2.406844940E0,2.484533386E0,5.039848375E0
8.155735833E-1,-3.155887299E0,-3.582350464E0,1.468596039E0,4.994960842E0
8.256535833E-1,-2.602188721E0,-4.242178345E0,1.353485413E0,5.157459259E0
8.357345833E-1,-3.501518555E0,-4.905898132E0,9.211843872E-1,6.097298529E0
8.458145833E-1,-4.736899567E0,-6.126010895E0,2.053579559E0,8.011455298E0
8.558955833E-1,-5.255121918E0,-6.151158600E0,2.603984985E0,8.499046787E0
8.659755833E-1,-5.529201965E0,-6.540798340E0,1.486109619E0,8.692677326E0
8.760565833E-1,-5.599405975E0,-7.375163269E0,1.605411530E0,9.398070371E0
8.861365833E-1,-5.652246094E0,-7.913144531E0,1.726958771E0,9.876645629E0
8.962175833E-1,-6.260431366E0,-7.127278748E0,1.720671844E0,9.641152153E0
9.062975833E-1,-7.221283264E0,-6.812932434E0,2.194885712E0,1.016762035E1
9.163785833E-1,-7.867489471E0,-6.969506836E0,2.568957825E0,1.081993348E1
9.264585833E-1,-8.393345947E0,-7.247927856E0,2.509830780E0,1.137013478E1
9.365395833E-1,-8.878187714E0,-7.817643127E0,1.790576477E0,1.196427705E1
9.466195833E-1,-8.785680084E0,-7.944279785E0,1.714833984E0,1.196830863E1
9.567005833E-1,-8.305628357E0,-7.660769348E0,1.577120361E0,1.140868783E1
9.667805833E-1,-8.043373718E0,-7.931256866E0,1.477876740E0,1.139231390E1
9.768615833E-1,-8.652008057E0,-9.089997253E0,1.686991882E0,1.266219709E1
9.869415833E-1,-1.058029816E1,-1.088147186E1,1.406175842E0,1.524225933E1
9.970225833E-1,-1.218361404E1,-1.215517319E1,9.943821716E-1,1.723883645E1
1.007102583E0,-8.885971527E0,-1.058284286E1,1.254241791E0,1.387552433E1
1.017183583E0,-8.381520538E0,-9.795629883E0,2.623594208E0,1.315627219E1
1.027263583E0,-1.034079620E1,-1.063298859E1,4.914280701E-1,1.484028349E1
1.037344583E0,-1.049512527E1,-9.738748169E0,2.069895630E0,1.446635194E1
1.047424583E0,-1.041788589E1,-8.879684601E0,2.905308380E0,1.399364005E1
1.057505583E0,-9.604477386E0,-8.752898254E0,2.401007080E0,1.321453929E1
1.067585583E0,-8.548124084E0,-8.681646423E0,6.800358582E-1,1.220261688E1
1.077666583E0,-6.007457428E0,-7.532635803E0,-5.821394348E-1,9.652410746E0
1.087746583E0,-4.333488464E0,-5.782325592E0,-1.707948303E-1,7.227972219E0
1.097827583E0,-4.272415466E0,-4.035907288E0,6.659651184E-1,5.914861883E0
1.107907583E0,-4.680616608E0,-2.830913086E0,1.066232758E0,5.573068546E0
1.117988583E0,-5.892346802E0,-2.361339569E0,1.652563477E-1,6.350038193E0
1.128068583E0,-7.259603577E0,-1.924697571E0,2.245330811E-1,7.513768690E0
1.138149583E0,-9.364526367E0,-1.443747711E0,1.392404480E0,9.576928097E0
1.148229583E0,-1.002480331E1,-1.158141632E0,1.861379242E0,1.026171069E1
1.158310583E0,-9.940229187E0,-1.348695374E0,1.362167358E0,1.012337075E1
1.168390583E0,-1.046997757E1,-1.251697083E0,1.419647827E0,1.063966991E1
1.178471583E0,-1.124521545E1,-1.123713226E0,8.238867188E-1,1.133121315E1
1.188551583E0,-1.157692566E1,-9.268725586E-1,7.535330200E-1,1.163838960E1
1.198632583E0,-1.134969818E1,-2.884501648E-1,1.771566010E0,1.149074838E1
1.208712583E0,-1.153246811E1,-3.451821899E-1,2.030527496E0,1.171494829E1
1.218793583E0,-1.175670181E1,-6.957531738E-1,1.461860046E0,1.186765119E1
1.228874583E0,-1.090976303E1,-8.470884705E-1,8.952882385E-1,1.097916342E1
1.238954583E0,-9.012458496E0,-1.442699890E0,2.656974792E-1,9.131067094E0
1.249035583E0,-7.831713867E0,-1.580114136E0,2.288740540E-1,7.992802144E0
1.259115583E0,-6.822063446E0,-1.585502930E0,8.113128662E-1,7.050716117E0
1.269196583E0,-6.052214355E0,-1.609153748E0,1.035696259E0,6.347546071E0
1.279276583E0,-5.561235352E0,-1.670675812E0,1.402134247E0,5.973648529E0
1.289357583E0,-5.894442444E0,-1.504221954E0,2.107766876E0,6.438153199E0
1.299437583E0,-6.648125153E0,-1.251846771E0,2.113754425E0,7.087499288E0
1.309518583E0,-7.324568481E0,-1.429676971E0,1.436412964E0,7.599773805E0
1.319598583E0,-7.919730835E0,-2.459984436E0,5.643264771E-1,8.312167244E0
1.329679583E0,-7.895630951E0,-3.563040619E0,-6.334826660E-1,8.685479080E0
1.339759583E0,-7.797435150E0,-4.094734955E0,-1.351838837E0,8.910348900E0
1.349840583E0,-7.812404022E0,-4.128714294E0,-1.028361511E0,8.895924108E0
1.359920583E0,-7.709118805E0,-4.567601624E0,-7.467970276E-1,8.991729708E0
1.370001583E0,-7.266040192E0,-4.595443726E0,-4.104464722E-1,8.607084838E0
1.380081583E0,-7.535928955E0,-4.273163910E0,4.387376404E-1,8.674251883E0
1.390162583E0,-7.853568420E0,-3.899989929E0,9.096583557E-1,8.815664280E0
1.400242583E0,-7.346273346E0,-3.641776886E0,1.419647827E0,8.321398375E0
1.410323583E0,-6.615193634E0,-4.254153442E0,1.435514832E0,7.994955357E0
1.420403583E0,-6.368806000E0,-6.552923126E0,5.667214966E-1,9.155526452E0
1.430484583E0,-6.641389160E0,-5.529501343E0,-2.701881409E-1,8.646180469E0
1.440564583E0,-5.648354187E0,-5.671106873E0,5.492079163E-1,8.022903933E0
1.450645583E0,-4.401297455E0,-6.875951385E0,4.487667847E-1,8.176277782E0
1.460725583E0,-5.164709930E0,-6.590345306E0,-5.948629761E-1,8.394089699E0
1.470806583E0,-4.936883698E0,-8.346792755E0,-3.296145630E-1,9.703113712E0
1.480886583E0,-5.120252380E0,-1.057595718E1,1.115180969E-1,1.175075704E1
1.490967792E0,-5.799539795E0,-1.182421143E1,2.451751556E0,1.339618316E1
1.501047792E0,-6.218967590E0,-1.227492416E1,4.588857422E0,1.450541049E1
1.511128792E0,-6.942113800E0,-1.195414124E1,4.400249634E0,1.450712354E1
1.521208792E0,-7.333549805E0,-1.145088776E1,3.585643616E0,1.406273883E1
1.531289792E0,-8.046217804E0,-1.188797882E1,2.571203156E0,1.458344085E1
1.541369792E0,-8.250393219E0,-1.144130768E1,1.985471191E0,1.424480977E1
1.551450792E0,-8.119116211E0,-1.040156982E1,1.306932220E0,1.325974263E1
1.561530792E0,-7.211254120E0,-9.049132233E0,9.205856323E-1,1.160760346E1
1.571611792E0,-5.934559021E0,-8.101303253E0,8.773255920E-1,1.008066493E1
1.581691792E0,-5.117408295E0,-8.281378784E0,4.969665527E-1,9.747619093E0
1.591772792E0,-4.679868164E0,-8.792865143E0,1.365161133E-1,9.961640432E0
1.601852792E0,-4.627926178E0,-8.952133942E0,5.005590820E-1,1.009004273E1
1.611933792E0,-4.784799957E0,-8.684640198E0,1.219064941E0,9.990165430E0
1.622013792E0,-4.767286377E0,-8.408015442E0,1.629810791E0,9.801939925E0
1.632094792E0,-4.674778748E0,-8.303383026E0,1.519789581E0,9.649325696E0
1.642174792E0,-4.683011627E0,-7.915090485E0,1.108295288E0,9.263237756E0
1.652255792E0,-4.238885193E0,-7.126979370E0,8.264314270E-1,8.333364958E0
1.662335792E0,-3.665128326E0,-6.530020752E0,9.948312378E-1,7.554073461E0
1.672416792E0,-3.525917816E0,-6.184988251E0,1.316811676E0,7.240177422E0
1.682496792E0,-3.428021393E0,-6.351292419E0,1.382525024E0,7.348579557E0
1.692577792E0,-3.500620422E0,-6.876250763E0,1.073866882E0,7.790401657E0
1.702657792E0,-3.872297516E0,-8.255183258E0,7.464976501E-1,9.148770268E0
1.712738792E0,-4.418062592E0,-8.739875336E0,5.278024292E-1,9.807307141E0
1.722818792E0,-4.870721283E0,-9.465117188E0,4.026626587E-1,1.065244134E1
1.732899792E0,-5.084925842E0,-9.737251282E0,7.842192078E-1,1.101297113E1
1.742979792E0,-4.404889984E0,-9.352401581E0,1.160536652E0,1.040275523E1
1.753060792E0,-4.063450012E0,-9.182205505E0,1.217418365E0,1.011467406E1
1.763140792E0,-3.666026459E0,-9.126072235E0,1.391656036E0,9.932857140E0
1.773221792E0,-2.450254669E0,-9.625733185E0,1.689536591E0,1.007536705E1
1.783302792E0,-1.546883240E0,-9.945318604E0,1.726210327E0,1.021185644E1
1.793382792E0,-1.024469604E0,-1.025158173E1,1.668430481E0,1.043686381E1
1.803463792E0,-1.066232758E0,-1.068298462E1,1.313668213E0,1.081613317E1
1.813543792E0,-9.843530273E-1,-1.108385101E1,7.423063660E-1,1.115220709E1
1.823624792E0,-7.292834473E-1,-1.148426834E1,5.218148804E-1,1.151922586E1
1.833704792E0,-1.356928253E0,-1.113594269E1,1.389560394E0,1.130404140E1
1.843785792E0,-9.163943481E-1,-1.088042404E1,1.495839386E0,1.102093197E1
1.853865792E0,-4.206253052E-2,-1.103205872E1,1.288969574E0,1.110718377E1
1.863946792E0,-6.242019653E-2,-1.112321915E1,1.418450317E0,1.121346966E1
1.874026792E0,-2.281256104E-1,-1.085587509E1,1.544488220E0,1.096756624E1
1.884107792E0,-1.071771240E-1,-1.038869659E1,1.484013977E0,1.049470349E1
1.894187792E0,-8.981323242E-4,-9.925709381E0,1.209185486E0,9.999091812E0
1.904268792E0,4.050576782E-1,-9.644893341E0,6.908134460E-1,9.678081551E0
1.914348792E0,7.057823181E-1,-9.404642944E0,3.674858093E-1,9.438245780E0
1.924429792E0,1.061143341E0,-9.468410339E0,-1.913021851E-1,9.529607341E0
1.934509792E0,1.961670685E0,-1.002794678E1,-4.468208313E-1,1.022778164E1
1.944590792E0,2.339934082E0,-1.074705139E1,-2.104623413E-1,1.100084995E1
1.954670792E0,2.018253021E0,-1.124192230E1,5.266049194E-1,1.143378656E1
1.964751792E0,1.133293304E0,-1.124491608E1,1.616937561E0,1.141696012E1
1.974831792E0,2.724334717E-1,-1.039049286E1,2.649041290E0,1.072632190E1
1.984912792E0,1.655557251E-1,-9.653126221E0,2.771486664E0,1.004447076E1
1.994992792E0,3.432362366E-1,-9.359586639E0,2.300865326E0,9.644358684E0
2.005073792E0,4.730163574E-1,-9.268126831E0,1.789079590E0,9.451070056E0
2.015153792E0,4.370910645E-1,-9.539362793E0,1.204844513E0,9.625078773E0
2.025234792E0,2.347119141E-1,-9.716743927E0,6.523434448E-1,9.741445180E0
2.035314792E0,2.945874023E-1,-9.883197784E0,2.655477905E-1,9.891152401E0
2.045395792E0,3.498225403E-1,-9.976603546E0,1.871109009E-1,9.984488200E0
2.055475792E0,3.128494263E-1,-9.856104126E0,3.135978699E-1,9.866053260E0
2.065556792E0,2.630030823E-1,-9.663903809E0,4.231700134E-1,9.676739136E0
2.075636792E0,3.031196594E-1,-9.588460693E0,6.562353516E-1,9.615669755E0
2.085717792E0,1.016386414E-1,-9.528585205E0,9.888436890E-1,9.580296356E0
2.095797792E0,-7.318880310E0,-8.444689178E0,-9.225315857E-1,1.121293221E1
2.105878792E0,-8.747958527E0,-7.712112579E0,2.743794250E0,1.198047853E1
2.115958792E0,2.311193848E-1,-9.271419983E0,4.345014496E0,1.024166957E1
2.126039792E0,7.519163818E0,-1.083656525E1,8.867559814E-1,1.321950480E1
2.136119792E0,8.591533813E0,-1.156105865E1,-5.617817688E-1,1.441485793E1
2.146200792E0,2.368973694E0,-1.040950333E1,2.624043274E-1,1.067888814E1
2.156280792E0,-1.916015625E-1,-9.346264343E0,7.671546936E-1,9.379653227E0
2.166361792E0,6.511459351E-1,-9.775272217E0,5.007087708E-1,9.809722076E0
2.176441792E0,-3.282673645E-1,-1.028316605E1,-7.343728638E-1,1.031458031E1
2.186522792E0,-1.312919769E0,-1.050500473E1,-7.219487000E-1,1.061131908E1
2.196602792E0,-9.364526367E-1,-1.045964905E1,-1.984872437E-1,1.050336132E1
2.206683792E0,-1.077010345E0,-9.864337006E0,3.562591553E-1,9.929351259E0
2.216764792E0,-4.569996643E-1,-9.371561737E0,1.238973541E0,9.464146740E0
2.226844792E0,2.417472839E-1,-9.326206055E0,1.101259918E0,9.394111695E0
2.236925792E0,6.246510315E-1,-9.284742279E0,9.017248535E-1,9.349317398E0
2.247005792E0,1.449884949E0,-9.582024078E0,1.041234741E0,9.746872400E0
2.257086792E0,6.039939880E-1,-9.734407196E0,1.340462494E0,9.844812436E0
2.267166792E0,3.691323853E-1,-9.774673462E0,5.602848816E-1,9.797674171E0
2.277247792E0,1.218166809E0,-9.905800781E0,1.005908203E-1,9.980928715E0
2.287327792E0,9.095086670E-1,-1.016595978E1,-1.916015625E-1,1.020836203E1
2.297408792E0,4.974156189E-1,-1.002659958E1,-4.511618042E-1,1.004906306E1
2.307488792E0,-1.227447510E-1,-9.621541901E0,-1.314266968E-1,9.623222319E0
2.317569792E0,-2.944377136E-1,-9.642648010E0,2.818638611E-1,9.651259061E0
2.327649792E0,-7.050338745E-2,-9.838440857E0,4.664300537E-1,9.849743460E0
2.337730792E0,-3.689826965E-1,-9.746981049E0,6.930587769E-1,9.778553996E0
2.347810792E0,-7.527845764E-1,-9.438622284E0,7.337741089E-1,9.496983715E0
2.357891792E0,-2.734812927E-1,-9.234147491E0,6.023474121E-1,9.257812610E0
2.367971792E0,-5.104385376E-2,-8.963360596E0,4.581971741E-1,8.975209373E0
2.378052792E0,1.602268066E0,-9.194779358E0,-2.944377136E-1,9.337982864E0
2.388132792E0,8.937913513E-1,-9.646988983E0,1.901046753E-2,9.688323943E0
2.398213792E0,-2.016307068E-1,-1.002255798E1,2.880010986E-1,1.002872216E1
2.408293792E0,-3.098556519E-2,-1.001043320E1,3.405418396E-1,1.001627184E1
2.418374792E0,-9.654922485E-2,-1.006162674E1,4.796026611E-1,1.007351344E1
2.428454792E0,-7.783813477E-3,-1.027972321E1,5.592370605E-1,1.029492670E1
2.438535792E0,4.502636719E-1,-1.062490540E1,5.478607178E-1,1.064854466E1
2.448615792E0,8.175997925E-1,-1.094449081E1,4.787045288E-1,1.098542246E1
2.458696792E0,-8.087681580E-1,-1.032537827E1,8.167016602E-1,1.038915511E1
2.468776792E0,-1.350791016E0,-9.110953674E0,4.659809875E-1,9.222323542E0
2.478857792E0,3.806584167E-1,-9.062454529E0,-2.930905151E-1,9.075179611E0
2.488937958E0,8.452922058E-1,-9.682165833E0,-1.128652954E-1,9.719649824E0
2.499018958E0,-3.043171692E-1,-9.890083466E0,3.505709839E-1,9.900972675E0
2.509098958E0,-2.685415649E-1,-9.882000275E0,4.290078735E-1,9.894952843E0
2.519179958E0,-1.405577087E-1,-9.660760345E0,5.188211060E-1,9.675702675E0
2.529259958E0,8.607101440E-1,-9.626331940E0,5.013075256E-1,9.677726892E0
2.539340958E0,1.675016785E-1,-9.310638428E0,5.495072937E-1,9.328344066E0
2.549420958E0,5.872288513E-1,-9.517508240E0,-5.179229736E-2,9.535747651E0
2.559501958E0,5.590873718E-1,-1.001986359E1,2.905458069E-1,1.003965447E1
2.569581958E0,-5.246589661E-1,-1.024559418E1,6.146218872E-1,1.027741345E1
2.579662958E0,-5.580395508E-1,-1.030082932E1,3.531156921E-1,1.032197575E1
2.589742958E0,-4.408332825E-1,-9.270970917E0,2.049238586E-1,9.283707746E0
2.599823958E0,1.580413513E0,-9.841584320E0,4.236190796E-2,9.967762203E0
2.609903958E0,7.532336426E-1,-9.441466370E0,3.622467041E-2,9.471534213E0
2.619984958E0,1.412762146E0,-9.874665527E0,2.303709412E-1,9.977874870E0
2.630064958E0,9.160949707E-1,-1.072699310E1,-2.213896179E-1,1.076831576E1
2.640145958E0,-1.181942139E0,-9.512718201E0,3.981719971E-1,9.594130274E0
2.650226958E0,8.999285889E-1,-8.963510284E0,1.281784515E0,9.099305448E0
2.660306958E0,2.260449371E0,-1.196132629E1,1.136137390E-1,1.217357245E1
2.670386958E0,9.589059448E-1,-1.447445023E1,-1.013392639E0,1.454153275E1
2.680467958E0,-3.101550293E-1,-1.380399445E1,4.248165894E-1,1.381401201E1
2.690548958E0,2.058519287E0,-1.476364883E1,1.067729645E0,1.494466042E1
2.700628958E0,7.699987793E-1,-1.289718018E1,8.002359009E-1,1.294490371E1
2.710709958E0,-9.732760620E-1,-7.965086517E0,3.159928894E-1,8.030549236E0
2.720789958E0,-5.056484985E-1,-4.356839905E0,3.953279114E-1,4.403864044E0
2.730870958E0,-3.971241760E-1,-2.245330811E0,7.975415039E-1,2.415634598E0
2.740950958E0,-1.478924561E-1,-2.889441376E0,1.011147308E0,3.064826671E0
2.751031958E0,4.510121155E-1,-6.503076782E0,1.167721710E0,6.622461291E0
2.761111958E0,-1.469045105E0,-5.338199158E0,1.428778839E0,5.718030495E0
2.771192958E0,-1.485061798E0,-2.032174072E0,6.291416931E-1,2.594409234E0
2.781272958E0,2.061812439E0,-4.104165344E0,-1.695075073E0,4.895765845E0
2.791353958E0,3.101250916E0,-8.706943817E0,-1.991458740E0,9.454868364E0
2.801433958E0,9.780661011E-1,-1.147393982E1,-9.858499146E-1,1.155767314E1
2.811514958E0,7.933502197E-2,-1.423210419E1,9.744735718E-2,1.423265891E1
2.821594958E0,-5.426216125E-1,-1.602133347E1,4.508624268E-1,1.603685883E1
2.831675958E0,-1.140029297E0,-1.672831329E1,5.072950745E-1,1.677478705E1
2.841755958E0,-1.265917511E0,-1.640962601E1,9.514215088E-1,1.648585987E1
2.851836958E0,-1.313967590E0,-1.380594040E1,9.229806519E-1,1.389900696E1
2.861916958E0,-2.017803955E-1,-9.776769104E0,5.984555054E-1,9.797146443E0
2.871997958E0,1.041085052E0,-7.999814301E0,1.309776306E-1,8.068335768E0
2.882077958E0,1.005459137E0,-8.030949554E0,1.068777466E-1,8.094351220E0
2.892158958E0,2.862048340E-1,-9.242080994E0,5.054988098E-1,9.260318750E0
2.902238958E0,-3.826043701E-1,-1.030696655E1,7.870632935E-1,1.034405212E1
2.912319958E0,-6.608757019E-1,-1.045366150E1,7.450007629E-1,1.050099146E1
2.922399958E0,-6.997947693E-1,-1.007210495E1,6.268963623E-1,1.011582967E1
2.932480958E0,-6.861730957E-1,-9.645641785E0,6.062393188E-1,9.689002274E0
2.942560958E0,-6.216572571E-1,-9.550290070E0,6.577322388E-1,9.593076141E0
2.952641958E0,-7.220983887E-1,-9.713600464E0,6.586303711E-1,9.762645851E0
2.962721958E0,-6.773414612E-1,-9.646689606E0,7.306306458E-1,9.698001492E0
2.972802958E0,-4.022135925E-1,-9.448950806E0,7.333250427E-1,9.485895462E0
2.982882958E0,-3.914360046E-1,-9.448501740E0,5.885760498E-1,9.474905226E0
2.992963958E0,-5.372328186E-1,-9.680968323E0,4.977149963E-1,9.708629511E0
3.003043958E0,-5.510041809E-1,-9.873318329E0,5.599855042E-1,9.904524431E0
3.013124958E0,-5.421725464E-1,-9.951306152E0,6.128256226E-1,9.984888605E0
3.023204958E0,-5.803431702E-1,-9.930349731E0,6.641688538E-1,9.969441521E0
3.033285958E0,-6.310876465E-1,-9.834698639E0,6.842271423E-1,9.878650501E0
3.043365958E0,-6.948550415E-1,-9.651180267E0,6.812333679E-1,9.700112524E0
3.053446958E0,-7.423063660E-1,-9.487869873E0,6.574328613E-1,9.539544614E0
3.063526958E0,-7.936495972E-1,-9.501341858E0,5.542973328E-1,9.550529950E0
3.073607958E0,-8.292755127E-1,-9.674681396E0,4.634362793E-1,9.721210377E0
3.083687958E0,-8.153544617E-1,-9.892179108E0,4.070036316E-1,9.934065751E0
3.093768958E0,-6.719526672E-1,-1.001956421E1,4.327500916E-1,1.005139095E1
3.103849958E0,-3.878434753E-1,-1.005683670E1,4.989125061E-1,1.007667111E1
3.113929958E0,-1.110690308E-1,-9.992171173E0,5.575904846E-1,1.000833294E1
3.124010958E0,1.103205872E-1,-9.876012726E0,6.177653503E-1,9.895930074E0
3.134090958E0,2.100132751E-1,-9.700427856E0,6.584806824E-1,9.725019434E0
3.144171958E0,2.221380615E-1,-9.624835052E0,7.045848083E-1,9.653146371E0
3.154251958E0,1.252894592E-1,-9.654473419E0,7.601193237E-1,9.685160599E0
3.164332958E0,-5.433700562E-2,-9.702074432E0,8.155041504E-1,9.736439176E0
3.174412958E0,-2.095642090E-1,-9.746382294E0,8.867559814E-1,9.788882528E0
3.184493958E0,-3.462300110E-1,-9.749675446E0,9.617500305E-1,9.803112242E0
3.194573958E0,-4.206253052E-1,-9.727671204E0,1.033899994E0,9.791499471E0
3.204654958E0,-4.396357727E-1,-9.713301086E0,1.070573730E0,9.782005199E0
3.214734958E0,-4.085005188E-1,-9.685908051E0,1.100511475E0,9.756782920E0
3.224815958E0,-3.005749512E-1,-9.660161591E0,1.128353577E0,9.730480412E0
3.234895958E0,-1.173559570E-1,-9.656718750E0,1.173260193E0,9.728439182E0
