"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.213742083E-1,-1.299597473E0,-2.961890717E0,8.727151794E0,9.307251402E0
2.314542083E-1,-1.631457367E0,-3.128194885E0,8.039182434E0,8.779277339E0
2.415332083E-1,-1.739532623E0,-2.479294281E0,9.096882935E0,9.587812733E0
2.516132083E-1,-1.131047974E0,-1.735341339E0,8.250393219E0,8.506448574E0
2.616922084E-1,-1.198108521E0,-1.418001251E0,9.351952515E0,9.534422238E0
2.717722083E-1,-5.298980713E-1,-9.511221313E-1,1.070648575E1,1.076170351E1
2.818512084E-1,2.092648315E-1,-8.791218567E-1,1.059017761E1,1.062866449E1
2.919312083E-1,1.224902802E0,-1.337019653E0,9.612560577E0,9.782092275E0
3.020102084E-1,1.440903625E0,-1.857487335E0,8.765921173E0,9.075672783E0
3.120902083E-1,2.495460663E0,-2.311642914E0,7.661517792E0,8.382712673E0
3.221692083E-1,3.220403137E0,-1.412013702E0,7.087760925E0,7.912087841E0
3.322492084E-1,3.075205078E0,-1.800755310E-1,6.804250488E0,7.469078804E0
3.423282083E-1,3.245700531E0,-2.318678284E-1,7.212601318E0,7.912645095E0
3.524082084E-1,3.063679047E0,-8.855584717E-1,8.081694031E0,8.688159846E0
3.624872083E-1,2.160008240E0,-1.211730194E0,8.421038361E0,8.777688348E0
3.725672084E-1,1.085841980E0,-1.367556152E0,8.519982605E0,8.697089526E0
3.826462083E-1,-4.921765137E-1,-1.150208130E0,8.234526215E0,8.329023859E0
3.927262083E-1,-2.067500610E0,-6.059399414E-1,7.537874908E0,7.839724493E0
4.028052083E-1,5.285508728E-1,-5.107379150E-1,7.465575256E0,7.501668691E0
4.128842083E-1,3.515888672E0,-7.391629028E-1,8.355025635E0,9.094739595E0
4.229642084E-1,4.107608185E0,-9.343569946E-1,8.137378235E0,9.163099505E0
4.330432083E-1,4.486021271E0,-1.279389496E0,7.758815460E0,9.053200631E0
4.431232084E-1,5.024152222E0,-1.304387512E0,7.953560486E0,9.497507922E0
4.532022083E-1,4.704866180E0,-1.472188568E0,8.251141663E0,9.611682667E0
4.632822084E-1,3.798500977E0,-1.877096558E0,7.933202820E0,8.993764959E0
4.733612083E-1,3.335813141E0,-2.342179413E0,7.409292297E0,8.456421587E0
4.834412083E-1,3.127446442E0,-2.565664673E0,7.431745605E0,8.461347363E0
4.935202083E-1,2.650089111E0,-2.646496582E0,7.757168884E0,8.613976176E0
5.036002083E-1,1.615740051E0,-2.691702576E0,8.281229095E0,8.856332988E0
5.136792084E-1,1.359772339E0,-3.201692047E0,8.585845642E0,9.263722695E0
5.237593750E-1,1.583407288E0,-3.651356964E0,8.736133118E0,9.599979592E0
5.338383750E-1,2.001338196E0,-4.157903595E0,9.370364227E0,1.044496255E1
5.439183750E-1,2.742896118E0,-4.685256958E0,1.000878662E1,1.138643586E1
5.539973750E-1,3.465593262E0,-5.009482727E0,9.859846344E0,1.158972924E1
5.640773750E-1,4.107009430E0,-5.176235962E0,9.209598541E0,1.133479821E1
5.741563750E-1,4.042792969E0,-5.362897797E0,8.328530731E0,1.069903135E1
5.842363750E-1,3.240461426E0,-5.515280914E0,7.429200897E0,9.803669710E0
5.943153750E-1,1.657802582E0,-5.127587128E0,6.687642975E0,8.588656921E0
6.043953750E-1,9.845027161E-1,-5.395529938E0,6.577023010E0,8.563773735E0
6.144743750E-1,1.444795532E0,-6.075416107E0,6.905440063E0,9.310382241E0
6.245543750E-1,1.264270935E0,-5.378166046E0,7.608977051E0,9.403168763E0
6.346333750E-1,1.104553070E0,-4.649631042E0,8.578211517E0,9.819614002E0
6.447133750E-1,1.714684296E0,-4.485422516E0,9.007219391E0,1.020730907E1
6.547923750E-1,2.180066528E0,-4.585863647E0,8.702752533E0,1.007574995E1
6.648723750E-1,2.531086578E0,-4.900808716E0,8.107889557E0,9.806232630E0
6.749513750E-1,3.117267609E0,-5.106181641E0,7.933502197E0,9.936342657E0
6.850313750E-1,3.842808838E0,-5.148842926E0,8.212671661E0,1.042716352E1
6.951103750E-1,4.251758423E0,-5.280119934E0,8.353379059E0,1.075806943E1
7.051893750E-1,4.753365326E0,-5.317991180E0,8.379574585E0,1.100421657E1
7.152693750E-1,4.902604980E0,-4.998705139E0,8.415499878E0,1.094729313E1
7.253483750E-1,2.805016937E0,-3.448828125E0,8.312214661E0,9.426316779E0
7.354283750E-1,1.582359467E0,-2.742746429E0,8.872499542E0,9.420603356E0
7.455073750E-1,2.076332245E0,-3.410807190E0,9.858948212E0,1.063689904E1
7.555873750E-1,1.792672119E0,-3.575315094E0,1.064301773E1,1.136971318E1
7.656663750E-1,1.744023285E0,-3.583847351E0,1.162078445E1,1.228528430E1
7.757463750E-1,1.837129669E0,-3.523522797E0,1.274285110E1,1.334805276E1
7.858253750E-1,1.757944336E0,-3.399281158E0,1.386970779E1,1.438799065E1
7.959053750E-1,1.243613892E0,-3.579057312E0,1.456995163E1,1.505455802E1
8.059843750E-1,1.045426025E0,-3.735182648E0,1.462952774E1,1.513497892E1
8.160643750E-1,9.388476562E-1,-3.606749725E0,1.385069733E1,1.434335717E1
8.261433750E-1,7.958949280E-1,-3.247047729E0,1.231144821E1,1.275729300E1
8.362233750E-1,8.129594421E-1,-2.808459778E0,1.047057632E1,1.087112312E1
8.463023750E-1,6.400689697E-1,-2.428998871E0,9.029822388E0,9.372695245E0
8.563823750E-1,8.244854736E-1,-1.913171539E0,8.468639374E0,8.721115438E0
8.664613750E-1,9.851014709E-1,-1.410367126E0,8.183632050E0,8.362499259E0
8.765413750E-1,9.054670715E-1,-1.102756805E0,8.123457184E0,8.247817882E0
8.866203750E-1,1.113684082E0,-8.532257080E-1,8.318800964E0,8.436274997E0
8.967003750E-1,8.315208435E-1,-7.491920471E-1,8.622669067E0,8.695006468E0
9.067793750E-1,1.376836853E0,-6.803352356E-1,8.992549896E0,9.122745715E0
9.168593750E-1,3.889062653E0,-7.244934082E-2,1.024978546E1,1.096303604E1
9.269383750E-1,6.391558685E0,1.379531250E0,1.179771652E1,1.348855975E1
9.370183750E-1,5.463189240E0,1.456321564E0,1.133592682E1,1.266769695E1
9.470973750E-1,2.463277588E0,-9.298663330E-1,1.076666061E1,1.108392388E1
9.571773750E-1,4.418811035E-1,-2.791544952E0,1.057176590E1,1.094304420E1
9.672563750E-1,-6.406677246E-2,-3.094365234E0,1.020772293E1,1.066662122E1
9.773353750E-1,-3.950285339E-1,-2.891387329E0,9.232949982E0,9.683157212E0
9.874153750E-1,-4.129911804E-1,-2.775677948E0,8.550369415E0,8.999098117E0
9.974953750E-1,-4.938230896E-1,-2.506088562E0,8.484506378E0,8.860654017E0
1.007574375E0,-1.115929413E0,-2.188898163E0,7.895481262E0,8.268929676E0
1.017653375E0,-1.558109894E0,-2.346670074E0,7.357350311E0,7.878145117E0
1.027733375E0,-1.698218536E0,-2.773731995E0,7.170389099E0,7.873500823E0
1.037812375E0,-2.155517578E0,-2.597997437E0,7.259004822E0,8.005560425E0
1.047892375E0,-3.003653870E0,-2.503693542E0,8.422235870E0,9.285713488E0
1.057971375E0,-3.542533264E0,-2.327509918E0,9.365723877E0,1.028025428E1
1.068051375E0,-3.707490234E0,-1.896705780E0,9.803114319E0,1.065101061E1
1.078130375E0,-3.898043976E0,-1.733245697E0,1.015218842E1,1.101207597E1
1.088210375E0,-3.655248871E0,-1.826950836E0,1.057999878E1,1.134173566E1
1.098289375E0,-2.865640869E0,-2.220781860E0,1.121722366E1,1.178854853E1
1.108369375E0,-2.293530579E0,-2.407144318E0,1.057580750E1,1.108613235E1
1.118448375E0,-2.174677734E0,-2.659220123E0,9.929002533E0,1.050646307E1
1.128528375E0,-2.471211090E0,-3.246898041E0,1.002824615E1,1.082658543E1
1.138607375E0,-3.107537842E0,-4.660857697E0,1.043539948E1,1.184389919E1
1.148687375E0,-2.948718109E0,-5.412594452E0,9.836794281E0,1.160834350E1
1.158766375E0,-8.604107666E-1,-5.427413635E0,9.803563385E0,1.123863784E1
1.168846375E0,-1.261277161E0,-3.957620087E0,7.985893250E0,9.001559188E0
1.178925375E0,-2.436483307E0,-3.004252625E0,7.203170929E0,8.176041595E0
1.189005375E0,-1.988165588E0,-3.513343964E0,7.939040680E0,8.906444584E0
1.199084375E0,-2.019899597E0,-4.040098572E0,7.958949280E0,9.151353151E0
1.209164375E0,-3.122955780E0,-4.225113831E0,7.987689514E0,9.560733416E0
1.219243375E0,-3.386707306E0,-4.190835114E0,7.852071533E0,9.523020145E0
1.229323375E0,-3.284918976E0,-3.991599426E0,8.112080841E0,9.619221082E0
1.239402375E0,-3.607647858E0,-3.954326935E0,8.506510620E0,1.005049986E1
1.249482375E0,-4.346960449E0,-4.049229584E0,8.899144135E0,1.069986410E1
1.259561375E0,-4.922663269E0,-4.009412384E0,9.057365112E0,1.106091606E1
1.269641375E0,-4.546944580E0,-3.945944366E0,8.566386108E0,1.047034636E1
1.279720375E0,-3.758833466E0,-4.047882385E0,8.330925751E0,9.995924404E0
1.289800375E0,-3.644920349E0,-3.856131134E0,8.476572876E0,1.000037396E1
1.299879375E0,-3.161874847E0,-3.663481750E0,8.486452332E0,9.769259146E0
1.309959375E0,-3.566333771E0,-3.566782837E0,8.012238464E0,9.467662942E0
1.320038375E0,-4.348756714E0,-4.060605927E0,7.150181122E0,9.301897415E0
1.330117375E0,-4.542453918E0,-4.617148590E0,5.932313690E0,8.783182477E0
1.340197375E0,-5.486840057E0,-4.618645477E0,5.493426361E0,9.034103887E0
1.350276375E0,-6.061644745E0,-4.916376343E0,4.763394470E0,9.143534340E0
1.360356375E0,-6.831942902E0,-5.035678253E0,4.027973785E0,9.394576739E0
1.370435375E0,-6.591991882E0,-5.076692963E0,3.436703339E0,9.002116321E0
1.380515375E0,-6.546636200E0,-5.527705078E0,3.213068390E0,9.150834795E0
1.390594375E0,-7.053931274E0,-6.490203552E0,7.756869507E-1,9.616775906E0
1.400674375E0,-7.919730835E0,-7.408094788E0,4.406237183E0,1.170542314E1
1.410753375E0,-9.069789276E0,-8.602910156E0,1.186058578E1,1.723208159E1
1.420833375E0,-1.052147049E1,-8.727900238E0,1.164757874E1,1.795950095E1
1.430912375E0,-8.395890656E0,-8.102051697E0,5.500461731E0,1.289919768E1
1.440992375E0,-6.666087799E0,-6.717431030E0,1.743125153E0,9.622842173E0
1.451071375E0,-6.281387787E0,-6.800208893E0,1.548230438E0,9.385930482E0
1.461151375E0,-5.570216675E0,-7.133266296E0,2.897374878E0,9.502924973E0
1.471230375E0,-7.030280457E0,-6.960226135E0,3.799848175E0,1.059756752E1
1.481310375E0,-8.756191406E0,-6.826105042E0,3.490142212E0,1.163819963E1
1.491389375E0,-9.231004028E0,-7.120243378E0,3.974235535E0,1.231681165E1
1.501469375E0,-1.019904099E1,-7.942184143E0,3.673061829E0,1.343838194E1
1.511548375E0,-1.038345749E1,-8.498128052E0,2.216590576E0,1.359954571E1
1.521628375E0,-1.070513855E1,-8.664132843E0,8.699908447E-1,1.379942294E1
1.531707125E0,-1.034768188E1,-8.052205353E0,3.303630066E-1,1.311570323E1
1.541787125E0,-7.953261108E0,-7.004983063E0,5.141807556E-1,1.061077433E1
1.551866125E0,-5.719755707E0,-5.622008972E0,1.705403595E0,8.199450692E0
1.561946125E0,-3.770658875E0,-3.943399658E0,2.354304199E0,5.942307420E0
1.572025125E0,-2.577639771E0,-2.738854523E0,2.160457306E0,4.337410132E0
1.582105125E0,-1.563199310E0,-2.082619171E0,1.417552185E0,2.964852255E0
1.592184125E0,-8.946894836E-1,-1.849853210E0,1.808239746E-1,2.062795065E0
1.602264125E0,-2.566113739E0,-1.863175507E0,7.634124756E-3,3.171186051E0
1.612343125E0,-4.576582947E0,-2.217638397E0,1.336720276E0,5.258312717E0
1.622423125E0,-4.175267487E0,-1.908531189E0,2.990032196E0,5.478653340E0
1.632502125E0,-3.689377899E0,-1.291514282E0,2.620001678E0,4.705733441E0
1.642582125E0,-3.095562744E0,-1.025816803E0,1.376238098E0,3.539610165E0
1.652661125E0,-3.359314270E0,-1.722318420E0,1.732646942E0,4.153725861E0
1.662740125E0,-4.033811646E0,-2.869233398E0,1.462758179E0,5.161763088E0
1.672820125E0,-3.529360657E0,-3.085982666E0,3.739224243E-1,4.703136575E0
1.682900125E0,-3.436553650E0,-4.438719635E0,-6.999444580E-1,5.657035905E0
1.692979125E0,-5.263953552E0,-7.584128723E0,-2.165546722E0,9.482500097E0
1.703058125E0,-8.193511505E0,-9.904453583E0,-3.034489746E0,1.320757205E1
1.713138125E0,-1.103116058E1,-1.158321259E1,-2.854414215E0,1.624823062E1
1.723217125E0,-1.278102173E1,-1.262205231E1,-1.264270935E0,1.800747350E1
1.733297125E0,-1.240754837E1,-1.325119400E1,7.267387390E-1,1.816781627E1
1.743376125E0,-1.079420334E1,-1.352542374E1,1.886077881E0,1.740715953E1
1.753456125E0,-8.643026733E0,-1.366253860E1,2.014810181E0,1.629191003E1
1.763535125E0,-5.877677307E0,-1.451441711E1,1.834734650E0,1.576647221E1
1.773615125E0,-3.637286224E0,-1.425291092E1,1.859433289E0,1.482676003E1
1.783694125E0,-2.643951874E0,-1.198377960E1,2.560575256E0,1.253626742E1
1.793774125E0,-2.552342377E0,-9.701475677E0,2.697540436E0,1.038796449E1
1.803853125E0,-3.351979523E0,-8.997190247E0,2.565964050E0,9.938278048E0
1.813933125E0,-4.309089203E0,-8.747808838E0,2.355651398E0,1.003202386E1
1.824012125E0,-4.770579529E0,-8.441096649E0,1.194815369E0,9.769243852E0
1.834092125E0,-4.239783325E0,-6.983876953E0,-6.882687378E-1,8.199025174E0
1.844171125E0,-3.863166504E0,-7.041806488E0,-1.652713165E0,8.200155783E0
1.854251125E0,-3.590433655E0,-7.710166626E0,-1.437161407E0,8.625735687E0
1.864330125E0,-2.586621094E0,-7.818990326E0,-8.876541138E-2,8.236206511E0
1.874410125E0,-4.777465210E0,-7.407795410E0,9.184899902E-1,8.862461878E0
1.884489125E0,-7.252867584E0,-7.152875519E0,7.614665222E-1,1.021506474E1
1.894569125E0,-1.159878021E1,-6.509962463E0,1.237326965E0,1.335822936E1
1.904648125E0,-1.285481827E1,-5.602549438E0,7.264393616E-1,1.404146100E1
1.914728125E0,-1.020817200E1,-4.389172668E0,-2.948867798E-2,1.111181721E1
1.924807125E0,-6.453230438E0,-3.716770935E0,1.496887207E-3,7.447051196E0
1.934887125E0,-3.723357239E0,-3.948189697E0,9.630972290E-1,5.511728158E0
1.944966125E0,-4.554279327E0,-4.995561676E0,1.950444031E0,7.035718056E0
1.955046125E0,-5.080734558E0,-5.526058502E0,6.724017334E-1,7.536797086E0
1.965125125E0,-4.206402740E0,-5.555098114E0,-1.263372803E0,7.081599389E0
1.975205125E0,-3.382366333E0,-5.929319916E0,-1.425485687E0,6.973467295E0
1.985284125E0,-2.966980133E0,-6.582711182E0,-9.583071899E-1,7.283777199E0
1.995364125E0,-2.703977051E0,-7.087162170E0,-4.568499756E-1,7.599215185E0
2.005443125E0,-3.067271576E0,-7.398514709E0,-1.043330383E0,8.076800921E0
2.015523125E0,-3.597768402E0,-7.877967682E0,-1.653012543E0,8.816958815E0
2.025602125E0,-3.405418396E0,-9.376052399E0,-1.632804565E0,1.010808012E1
2.035682125E0,-2.458337860E0,-1.081845291E1,-2.361938324E0,1.134288769E1
2.045761125E0,-1.239871674E0,-9.675729218E0,-1.439107361E0,9.860428371E0
2.055841125E0,-1.636397095E0,-1.059257263E1,-1.833537140E0,1.087392518E1
2.065920125E0,-2.895279236E0,-1.097817078E1,-2.663561096E0,1.166179374E1
2.076000125E0,-3.963907013E0,-1.044947021E1,-2.182162170E0,1.138708998E1
2.086079125E0,-4.369264069E0,-1.000743942E1,-8.628057861E-1,1.095370924E1
2.096159125E0,-4.336482239E0,-9.584119720E0,4.540058899E-1,1.052931861E1
2.106238125E0,-4.292174377E0,-9.763147430E0,4.905299377E-1,1.067625535E1
2.116318125E0,-4.130660248E0,-1.010159363E1,-1.079255676E-1,1.091403664E1
2.126397125E0,-4.120930481E0,-1.069840256E1,1.002914429E-2,1.146464068E1
2.136476125E0,-4.215384064E0,-1.179008240E1,7.185058594E-1,1.254160103E1
2.146556125E0,-4.035158844E0,-1.249915787E1,1.176403656E0,1.318693975E1
2.156635125E0,-4.292473755E0,-1.202449493E1,1.761985931E0,1.288869287E1
2.166715125E0,-4.185296631E0,-1.149025589E1,1.660197601E0,1.234094585E1
2.176794125E0,-3.723506927E0,-1.115824631E1,1.386416931E0,1.184453952E1
2.186874125E0,-3.394341431E0,-1.030307465E1,1.062939606E0,1.089975878E1
2.196953125E0,-2.758314056E0,-9.718839569E0,1.337169342E0,1.019078804E1
2.207033125E0,-1.789378967E0,-9.683812408E0,1.226848755E0,9.923873121E0
2.217112125E0,-1.582209778E0,-9.043743439E0,9.211843872E-1,9.227202384E0
2.227192125E0,-1.452130280E0,-8.551716614E0,5.251080322E-1,8.690010232E0
2.237271125E0,-8.927435303E-1,-8.598120117E0,3.502716064E-2,8.644413656E0
2.247351125E0,-2.689906311E-1,-8.742420044E0,-2.785707092E-1,8.750992277E0
2.257430125E0,3.478765869E-1,-9.008566589E0,-3.740721130E-1,9.023038294E0
2.267510125E0,8.081694031E-1,-9.357790375E0,-4.984634399E-1,9.405840966E0
2.277589125E0,1.106648712E0,-9.659862213E0,-5.548960876E-1,9.738866413E0
2.287669125E0,1.368603973E0,-9.827064514E0,-4.475692749E-1,9.931998392E0
2.297748125E0,1.536405029E0,-9.838889923E0,-1.490899658E-1,9.959243101E0
2.307828125E0,1.440604248E0,-9.833800507E0,5.688171387E-2,9.938923912E0
2.317907125E0,1.529369659E0,-9.785001984E0,-2.101629639E-1,9.906028662E0
2.327987125E0,1.955982513E0,-1.033750305E1,-5.837860107E-3,1.052092539E1
2.338066125E0,2.411485291E0,-1.072175400E1,-3.008743286E-2,1.098963945E1
2.348146125E0,2.590513000E0,-1.016461258E1,3.465293884E-1,1.049524602E1
2.358225125E0,2.484234009E0,-1.021894958E1,1.503323822E0,1.062348021E1
2.368305125E0,1.699416046E0,-1.042611877E1,1.439706116E0,1.066136583E1
2.378384125E0,1.157243500E0,-1.046204407E1,9.178912354E-1,1.056579873E1
2.388464125E0,1.420545959E0,-1.051967422E1,9.298663330E-1,1.065580349E1
2.398543125E0,1.962419128E0,-1.041938278E1,8.057743835E-1,1.063315093E1
2.408623125E0,2.474055176E0,-1.014455429E1,2.478845215E-1,1.044482539E1
2.418702125E0,2.972668304E0,-9.730664978E0,-8.532257080E-3,1.017460911E1
2.428782125E0,2.890788574E0,-9.307644653E0,3.658392334E-1,9.753089045E0
2.438861125E0,1.860331421E0,-9.068292389E0,7.496411133E-1,9.287449685E0
2.448941125E0,8.810678101E-1,-8.959468689E0,9.099577332E-1,9.048556943E0
2.459020125E0,1.030307465E0,-9.183403015E0,5.572911072E-1,9.257807396E0
2.469100125E0,7.542814636E-1,-9.824968872E0,-5.568420410E-2,9.854037477E0
2.479179125E0,8.086184692E-1,-1.045216461E1,-6.062393188E-2,1.048357211E1
2.489259125E0,1.194965057E0,-1.071696396E1,3.830534363E-1,1.079018016E1
2.499338125E0,1.537003784E0,-1.092967163E1,4.784051514E-1,1.104757775E1
2.509418125E0,1.196761322E0,-1.091410400E1,5.035528564E-1,1.099106316E1
2.519497125E0,6.933581543E-1,-1.063942520E1,7.036866760E-1,1.068519018E1
2.529578083E0,6.191125488E-1,-1.026535309E1,7.797285461E-1,1.031352272E1
2.539657083E0,8.560697937E-1,-9.898915100E0,6.245013428E-1,9.955469732E0
2.549736083E0,1.272354126E0,-9.610015869E0,3.826043701E-1,9.701426500E0
2.559816083E0,1.664987640E0,-9.508227539E0,5.598358154E-2,9.653067333E0
2.569895083E0,1.999841309E0,-9.492809601E0,-1.254391479E-1,9.701986104E0
2.579975083E0,2.256407776E0,-9.479038239E0,-1.740879822E-1,9.745452714E0
2.590054083E0,2.301164703E0,-9.418414307E0,-1.257385254E-1,9.696272336E0
2.600134083E0,2.319875793E0,-9.408534851E0,-1.372645569E-1,9.691294717E0
2.610213083E0,2.177970886E0,-9.382638702E0,-2.634521484E-2,9.632142040E0
2.620293083E0,1.927990723E0,-9.257947998E0,8.741821289E-2,9.456975801E0
2.630372083E0,1.906435547E0,-9.246571655E0,2.522254944E-1,9.444427011E0
2.640452083E0,2.010020142E0,-9.639055481E0,4.134402466E-1,9.855075057E0
2.650531083E0,8.879534912E-1,-1.054347473E1,3.855981445E-1,1.058782351E1
2.660611083E0,-1.274449768E0,-1.035232224E1,1.595981140E0,1.055186968E1
2.670690083E0,3.311114502E-1,-9.562714233E0,7.334747314E-2,9.568726047E0
2.680770083E0,3.023562469E0,-9.416917419E0,3.637435913E-1,9.897099226E0
2.690849083E0,2.535427551E0,-9.552086334E0,1.293011169E0,9.967077008E0
2.700929083E0,1.197809143E0,-9.664951630E0,1.472487946E0,9.849581590E0
2.711008083E0,1.265019379E0,-9.920919342E0,9.735754395E-1,1.004852048E1
2.721088083E0,1.884281616E0,-9.074729004E0,-2.088007965E0,9.500578981E0
2.731167083E0,1.293310547E0,-9.053323517E0,1.445693665E0,9.258798466E0
2.741247083E0,1.938917999E0,-8.935668182E0,4.236190796E-1,9.153415865E0
2.751326083E0,9.982740784E-1,-9.396709442E0,1.430724792E0,9.557283762E0
2.761406083E0,8.427474976E-1,-1.034184402E1,1.486408997E0,1.048205003E1
2.771485083E0,4.020639038E-1,-1.085841980E1,1.179547119E0,1.092969658E1
2.781565083E0,-3.761677551E-1,-1.069076843E1,8.532257080E-1,1.073135714E1
2.791644083E0,-1.416055298E-1,-1.032448013E1,8.026309204E-1,1.035659976E1
2.801724083E0,1.257385254E-2,-1.024694138E1,9.924362183E-1,1.029489657E1
2.811803083E0,4.384382629E-1,-9.984836426E0,8.954379272E-1,1.003449030E1
2.821883083E0,9.705816650E-1,-9.110504608E0,1.781295776E-2,9.162076199E0
2.831962083E0,1.626367950E0,-8.234226837E0,-1.588496704E0,8.542299813E0
2.842042083E0,1.745819550E0,-8.879983978E0,2.906954956E-1,9.054639983E0
2.852121083E0,1.670077057E0,-9.450747070E0,7.005432129E-1,9.622709512E0
2.862201083E0,1.343755646E0,-9.844428406E0,1.154399414E0,1.000255407E1
2.872280083E0,6.870712280E-1,-1.043794418E1,1.712289276E0,1.059974906E1
2.882360083E0,2.185455322E-1,-1.063717987E1,1.829046478E0,1.079549762E1
2.892439083E0,1.550775146E-1,-1.033750305E1,1.630559235E0,1.046645794E1
2.902519083E0,2.761756897E-1,-9.713600464E0,9.827064514E-1,9.767088561E0
2.912598083E0,6.212081909E-1,-9.323811035E0,2.510279846E-1,9.347853598E0
2.922678083E0,9.122030640E-1,-9.292675781E0,-1.916015625E-2,9.337360693E0
2.932757083E0,8.803193665E-1,-9.492959290E0,1.094224548E-1,9.534317570E0
2.942837083E0,8.526269531E-1,-9.896969147E0,3.791615295E-1,9.940861858E0
2.952916083E0,8.325686646E-1,-1.022538620E1,7.753875732E-1,1.028848480E1
2.962996083E0,8.719367981E-1,-1.018497025E1,9.756710815E-1,1.026868184E1
2.973075083E0,9.901908875E-1,-9.797575836E0,7.975415039E-1,9.879728878E0
2.983155083E0,1.260678406E0,-9.474996643E0,3.625460815E-1,9.565370411E0
2.993234083E0,1.466051331E0,-9.181457062E0,-1.242416382E-1,9.298596468E0
3.003314083E0,1.266516266E0,-9.663604431E0,8.241860962E-1,9.781032500E0
3.013393083E0,4.816983032E-1,-1.004980133E1,8.205935669E-1,1.009474684E1
3.023473083E0,-7.679031372E-1,-9.951605530E0,8.922944641E-1,1.002099383E1
3.033552083E0,1.010997620E0,-1.036414764E1,4.586462402E-1,1.042343652E1
3.043632083E0,2.082170105E-1,-9.956096191E0,-1.704954529E-1,9.959732647E0
3.053711083E0,8.231382751E-1,-9.549541626E0,-6.891668701E-1,9.609695774E0
3.063791083E0,1.315614166E0,-9.190887451E0,-3.724255371E-1,9.292037105E0
3.073870083E0,1.413061523E0,-9.305998077E0,-3.974235535E-1,9.421055597E0
3.083949083E0,1.385818176E0,-9.647438049E0,-3.662882996E-1,9.753344045E0
3.094029083E0,7.283853149E-1,-9.855355682E0,2.215393066E-2,9.882260449E0
3.104108083E0,1.134640503E-1,-9.958790588E0,4.459226990E-1,9.969414784E0
3.114188083E0,1.469943237E-1,-9.886790314E0,8.515791321E-1,9.924485733E0
3.124267083E0,3.061134338E-1,-9.826765137E0,1.009650421E0,9.883238966E0
3.134347083E0,4.894821167E-1,-9.803264008E0,6.917115784E-1,9.839819249E0
3.144426083E0,6.298901367E-1,-9.915829926E0,1.342707825E-1,9.936723471E0
3.154506083E0,6.996450806E-1,-9.970316620E0,-4.311035156E-2,9.994927476E0
3.164585083E0,4.113446045E-1,-9.892328796E0,-1.080752563E-1,9.901467248E0
3.174665083E0,2.854563904E-1,-9.653724976E0,3.794609070E-1,9.665396103E0
3.184744083E0,3.144960022E-1,-9.420509949E0,9.312135315E-1,9.471645795E0
3.194824083E0,4.038601685E-1,-9.130862274E0,1.399888916E0,9.246374310E0
3.204903083E0,4.146377563E-1,-9.202563171E0,1.341360626E0,9.309046231E0
3.214983083E0,7.442523193E-1,-9.833351440E0,1.480571136E0,9.972000950E0
3.225062083E0,4.101470947E-2,-1.029499146E1,1.465302887E0,1.039882896E1
3.235142083E0,4.050576782E-1,-1.006207581E1,1.074016571E0,1.012733691E1
3.245221083E0,-6.291416931E-1,-8.886270905E0,4.192781067E-1,8.918375636E0
3.255301083E0,3.537144470E-1,-8.759334869E0,1.615141296E-1,8.767961455E0
3.265380083E0,3.203338623E-2,-1.016116974E1,-2.844085693E-3,1.016122063E1
