"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.244035875E0,1.796414337E0,-1.003064117E1,-4.670288086E-2,1.019034092E1
3.254116875E0,1.781445465E0,-1.000249969E1,-1.251397705E-1,1.016066967E1
3.264197417E0,1.803150330E0,-9.876312103E0,-1.200503540E-1,1.004028406E1
3.274277417E0,1.764380951E0,-9.684560852E0,-1.194515991E-1,9.844695410E0
3.284358417E0,1.693278809E0,-9.574839020E0,-1.564247131E-1,9.724669869E0
3.294438417E0,1.625469818E0,-9.670490112E0,-2.255809021E-1,9.808741911E0
3.304518417E0,1.641187134E0,-9.854158173E0,-2.888992310E-1,9.994067804E0
3.314599417E0,1.795216827E0,-9.978549500E0,-2.607577515E-1,1.014210275E1
3.324679417E0,2.005978546E0,-9.940827942E0,-1.386117554E-1,1.014215082E1
3.334760417E0,2.285297699E0,-9.712253265E0,6.915618896E-2,9.977736800E0
3.344840417E0,2.403252411E0,-9.475745087E0,9.894424438E-2,9.776254756E0
3.354920417E0,2.522404633E0,-9.286987610E0,1.309776306E-1,9.624334737E0
3.365001417E0,2.584824829E0,-9.182504883E0,1.898052979E-1,9.541265187E0
3.375081417E0,2.613115997E0,-9.133406982E0,2.433938599E-1,9.502985788E0
3.385161417E0,2.604434052E0,-9.099277954E0,3.109034729E-1,9.469772805E0
3.395242417E0,2.547402649E0,-9.079668732E0,3.716770935E-1,9.437573226E0
3.405322417E0,2.452050934E0,-9.078171844E0,4.589456177E-1,9.414690059E0
3.415403417E0,2.324366455E0,-9.109756165E0,5.764512634E-1,9.419269231E0
3.425483417E0,2.196232910E0,-9.154213715E0,7.360194397E-1,9.442711070E0
3.435563417E0,2.004032593E0,-9.246721344E0,8.589138794E-1,9.500301853E0
3.445644417E0,1.827699280E0,-9.325457611E0,9.563612366E-1,9.550878029E0
3.455724417E0,1.753453674E0,-9.339827728E0,1.101259918E0,9.566595799E0
3.465804417E0,1.676214294E0,-9.400301971E0,1.136586456E0,9.615986704E0
3.475885417E0,1.691332855E0,-9.441616058E0,1.232686615E0,9.670792983E0
3.485965417E0,1.872456207E0,-9.426946564E0,1.472188568E0,9.723206927E0
3.496046417E0,2.099833374E0,-9.373956757E0,1.729204102E0,9.760661468E0
3.506126417E0,2.372566223E0,-9.364975433E0,1.946851501E0,9.855052822E0
3.516206417E0,2.677482147E0,-9.340426483E0,2.189646606E0,9.960272576E0
3.526287417E0,2.895279236E0,-9.256301422E0,2.458337860E0,1.000525776E1
3.536367417E0,3.003653870E0,-9.157506866E0,2.802472229E0,1.003671855E1
3.546447417E0,3.121907959E0,-9.071136475E0,3.258723450E0,1.013168815E1
3.556528417E0,3.236719208E0,-8.947792969E0,3.722010040E0,1.021727503E1
3.566608417E0,3.362457733E0,-8.928632812E0,4.055217133E0,1.036684098E1
3.576689417E0,3.588487701E0,-8.969048767E0,4.193978577E0,1.053140713E1
3.586769417E0,3.709735565E0,-8.970994720E0,4.117787018E0,1.054500138E1
3.596849417E0,3.702999573E0,-8.919052734E0,3.959715729E0,1.043748323E1
3.606930417E0,3.603157196E0,-8.734935608E0,3.770060120E0,1.017325883E1
3.617010417E0,3.427871704E0,-8.470884705E0,3.518583069E0,9.792171307E0
3.627090417E0,3.220852203E0,-8.264164581E0,3.237916718E0,9.442161289E0
3.637171417E0,3.014132080E0,-8.191864929E0,2.938090210E0,9.209995510E0
3.647251417E0,2.811303864E0,-8.219707031E0,2.679428101E0,9.091003687E0
3.657332417E0,2.708168335E0,-8.292006683E0,2.505639496E0,9.075779848E0
3.667412417E0,2.602338409E0,-8.417595520E0,2.400258636E0,9.131775351E0
3.677492417E0,2.572700043E0,-8.594228210E0,2.327210541E0,9.267979982E0
3.687573417E0,2.699037323E0,-8.766519928E0,2.378703461E0,9.476017321E0
3.697653417E0,2.892135773E0,-8.905431061E0,2.511926422E0,9.694376001E0
3.707733417E0,3.307372284E0,-8.949888611E0,2.803220673E0,9.944710338E0
3.717814417E0,3.753744049E0,-8.933722229E0,3.151995392E0,1.019004721E1
3.727894417E0,3.892056427E0,-8.941955109E0,3.399281158E0,1.032771886E1
3.737975417E0,3.984414368E0,-8.915160828E0,3.569327545E0,1.039691058E1
3.748055417E0,3.999532928E0,-8.875193939E0,3.680246887E0,1.040718734E1
3.758135417E0,3.706891479E0,-8.761280823E0,3.738775177E0,1.022152268E1
3.768216417E0,3.474724274E0,-8.638087006E0,3.734733582E0,1.003187374E1
3.778296417E0,3.228186951E0,-8.576415253E0,3.660937042E0,9.868057033E0
3.788376417E0,3.043770447E0,-8.664432220E0,3.531905365E0,9.839272318E0
3.798457417E0,2.924468536E0,-8.901988220E0,3.329376526E0,9.943975993E0
3.808537417E0,2.766996002E0,-9.168284454E0,3.179089050E0,1.009060523E1
3.818618417E0,2.598147125E0,-9.348060608E0,3.073708191E0,1.017763664E1
3.828698417E0,2.426903229E0,-9.350305939E0,2.962339783E0,1.010413467E1
3.838778417E0,2.332898712E0,-9.165590057E0,2.875370636E0,9.885252338E0
3.848859417E0,2.439626770E0,-8.905580750E0,2.821183319E0,9.655062019E0
3.858939417E0,2.655178528E0,-8.728798370E0,2.658621368E0,9.503165872E0
3.869019417E0,2.894381104E0,-8.651858368E0,2.523901520E0,9.465842491E0
3.879100417E0,3.230581970E0,-8.530311127E0,2.486179962E0,9.454308996E0
3.889180417E0,3.564537506E0,-8.316555634E0,2.320624237E0,9.341109254E0
3.899261417E0,3.759581909E0,-8.179291077E0,2.210752716E0,9.269449079E0
3.909341417E0,3.890559540E0,-8.132288818E0,2.314187622E0,9.307311068E0
3.919421417E0,3.940256195E0,-8.151748352E0,2.440225525E0,9.377170186E0
3.929502417E0,3.763922882E0,-8.242010651E0,2.471510468E0,9.391816598E0
3.939582417E0,3.431763611E0,-8.403973846E0,2.503693542E0,9.416594886E0
3.949662417E0,3.223845978E0,-8.456215210E0,2.617307281E0,9.420777886E0
3.959743417E0,3.223396912E0,-8.501421204E0,2.722688141E0,9.490915701E0
3.969823417E0,3.311862946E0,-8.566236420E0,2.686164093E0,9.568924710E0
3.979904417E0,3.356470184E0,-8.692274323E0,2.643951874E0,9.685659838E0
3.989984417E0,3.258424072E0,-8.795709229E0,2.637365570E0,9.743588939E0
4.000064417E0,3.105741577E0,-8.824000397E0,2.616858215E0,9.713730523E0
4.010145417E0,3.018772430E0,-8.742420044E0,2.536475372E0,9.590443291E0
4.020225417E0,3.035088501E0,-8.636141052E0,2.429897003E0,9.470960560E0
4.030305417E0,3.145708466E0,-8.560548248E0,2.366129608E0,9.422156727E0
4.040386417E0,3.318149872E0,-8.526718597E0,2.407144318E0,9.460940354E0
4.050466417E0,3.433709564E0,-8.525371399E0,2.446961517E0,9.511043031E0
4.060547417E0,3.478765869E0,-8.536448364E0,2.474504242E0,9.544418992E0
4.070627417E0,3.479065247E0,-8.520880737E0,2.561772766E0,9.553637173E0
4.080707417E0,3.421734467E0,-8.570727081E0,2.604883118E0,9.589110778E0
4.090788417E0,3.341800690E0,-8.643326111E0,2.598745880E0,9.624354433E0
4.100868417E0,3.310515747E0,-8.704099731E0,2.662513275E0,9.685548182E0
4.110948417E0,3.217559052E0,-8.761131134E0,2.654729462E0,9.703488729E0
4.121029417E0,3.135379944E0,-8.846154327E0,2.581381989E0,9.733888573E0
4.131109417E0,3.091521149E0,-8.910071411E0,2.458936615E0,9.746447806E0
4.141190417E0,3.036136322E0,-8.956175537E0,2.290686493E0,9.730285126E0
4.151270417E0,3.053649902E0,-9.036259003E0,2.262694702E0,9.802986372E0
4.161350417E0,3.066074066E0,-9.160949707E0,2.534080353E0,9.987260533E0
4.171431417E0,2.957400055E0,-9.181457062E0,2.758763123E0,1.003275350E1
4.181511417E0,2.909649353E0,-9.293274536E0,3.004252625E0,1.019100313E1
4.191591417E0,2.830464020E0,-9.444759521E0,3.149750061E0,1.035064899E1
4.201672417E0,2.655477905E0,-9.468859406E0,3.057092743E0,1.029838227E1
4.211752417E0,2.542013855E0,-9.463470612E0,2.952909393E0,1.023419681E1
4.221833417E0,2.621498566E0,-9.402098236E0,2.920277252E0,1.018821502E1
4.231913417E0,2.752476196E0,-9.284293213E0,2.792742462E0,1.007837468E1
4.241993417E0,2.875370636E0,-9.100176086E0,2.621348877E0,9.897092049E0
4.252074417E0,2.916984100E0,-8.878038025E0,2.361040192E0,9.638613292E0
4.262154417E0,2.941982117E0,-8.668773193E0,2.012864227E0,9.373073661E0
4.272234292E0,3.012036438E0,-8.474477234E0,1.652413788E0,9.144375278E0
4.282315292E0,3.093916168E0,-8.353828125E0,1.427132263E0,9.021943698E0
4.292395292E0,3.292852478E0,-8.373437347E0,1.264869690E0,9.086100692E0
4.302476292E0,3.638483734E0,-8.516988831E0,1.241218872E0,9.344425446E0
4.312556292E0,3.930077362E0,-8.729097748E0,1.432521057E0,9.679605991E0
4.322636292E0,3.981719971E0,-8.929680634E0,1.569785614E0,9.902399558E0
4.332717292E0,3.845353546E0,-9.035809937E0,1.537303162E0,9.939612976E0
4.342797292E0,3.711980896E0,-9.067094879E0,1.504671021E0,9.912368365E0
4.352877292E0,3.677552490E0,-9.113648071E0,1.690883789E0,9.972064053E0
4.362958292E0,3.733685760E0,-9.155560913E0,1.931732941E0,1.007453707E1
4.373038292E0,3.764371948E0,-9.125473480E0,1.862726440E0,1.004562154E1
4.383119292E0,3.554059296E0,-8.970994720E0,1.547332306E0,9.772631223E0
4.393199292E0,3.251987457E0,-8.815617828E0,1.286574554E0,9.483976708E0
4.403279292E0,3.048410797E0,-8.799451447E0,1.226549377E0,9.392953610E0
4.413360292E0,2.815046082E0,-8.922944641E0,1.172362061E0,9.429626626E0
4.423440292E0,2.642904053E0,-9.130263519E0,9.701325989E-1,9.554465502E0
4.433520292E0,2.522105255E0,-9.273964691E0,8.488847351E-1,9.648214410E0
4.443601292E0,2.480192413E0,-9.290580139E0,9.418414307E-1,9.661951097E0
4.453681292E0,2.562670898E0,-9.247320099E0,1.165476379E0,9.666361587E0
4.463762292E0,2.769690399E0,-9.158554688E0,1.196312256E0,9.642690075E0
4.473842292E0,2.993175659E0,-9.029373322E0,8.831634521E-1,9.553463288E0
4.483922292E0,3.013533325E0,-8.851842499E0,3.626957703E-1,9.357780022E0
4.494003292E0,2.778372345E0,-8.684041443E0,-3.592529297E-2,9.117742006E0
4.504083292E0,2.413131866E0,-8.742869110E0,2.107617188E-1,9.072231599E0
4.514163292E0,2.138303375E0,-9.125623169E0,6.959028625E-1,9.398596722E0
4.524244292E0,1.926493835E0,-9.729018402E0,8.183482361E-1,9.951626571E0
4.534324292E0,1.848955078E0,-1.038046371E1,6.869215393E-1,1.056619719E1
4.544405292E0,2.135309601E0,-1.091096054E1,2.954855347E-1,1.112186669E1
4.554485292E0,2.454146576E0,-1.114627121E1,-1.556762695E-1,1.141430823E1
4.564565292E0,2.470013580E0,-1.092847412E1,-2.475851440E-1,1.120686451E1
4.574646292E0,2.127525787E0,-1.008213409E1,-3.671864319E-1,1.031070413E1
4.584726292E0,1.852996674E0,-9.138197021E0,-6.804849243E-1,9.348973270E0
4.594806292E0,1.545386353E0,-8.782835999E0,-7.574249268E-1,8.949867020E0
4.604887292E0,9.175918579E-1,-8.959618378E0,-6.991960144E-1,9.033582421E0
4.614967292E0,7.828720093E-2,-9.485325165E0,-6.746470642E-1,9.509609405E0
4.625048292E0,-5.918692017E-1,-1.013168106E1,-5.201683044E-1,1.016227560E1
4.635128292E0,-9.663903809E-1,-1.081560883E1,-1.179547119E-1,1.085933782E1
4.645208292E0,-8.574169922E-1,-1.143711639E1,4.249662781E-1,1.147708115E1
4.655289292E0,-4.034111023E-1,-1.179532150E1,1.142124939E0,1.185735212E1
4.665369292E0,1.686991882E-1,-1.166090103E1,1.779649200E0,1.179712777E1
4.675449292E0,6.924600220E-1,-1.086470673E1,2.042652283E0,1.107672251E1
4.685530292E0,1.378633118E0,-9.785451050E0,2.046544189E0,1.009178005E1
4.695610292E0,2.098037109E0,-8.775201874E0,1.808389435E0,9.201967180E0
4.705691292E0,2.609224091E0,-8.021968231E0,1.522633667E0,8.571956483E0
4.715771292E0,2.711461487E0,-7.496261444E0,1.415007477E0,8.096184607E0
4.725851292E0,2.270628204E0,-7.322921906E0,1.390458527E0,7.791938949E0
4.735932292E0,1.673819275E0,-7.443870392E0,1.504970398E0,7.776748246E0
4.746012292E0,1.427880707E0,-7.605683899E0,1.698966980E0,7.922863099E0
4.756092292E0,1.501527557E0,-7.426805878E0,2.129920807E0,7.870742862E0
4.766173292E0,1.597627716E0,-6.741830292E0,2.220033417E0,7.275523237E0
4.776253292E0,1.476529541E0,-5.409151611E0,2.386487274E0,6.093798663E0
4.786334292E0,1.170266418E0,-3.842359772E0,2.918331299E0,4.964867539E0
4.796414292E0,7.481442261E-1,-3.098257141E0,2.927911377E0,4.327999784E0
4.806494292E0,-1.273851013E-1,-4.068838806E0,3.670816498E0,5.481475162E0
4.816575292E0,-6.494993591E-1,-6.518195343E0,7.210206299E0,9.741447265E0
4.826655292E0,-1.055006104E0,-9.153614960E0,7.723788300E0,1.202325290E1
4.836735292E0,-8.219407654E-1,-9.902507629E0,4.423152008E0,1.087655817E1
4.846816292E0,6.629713440E-1,-8.714877319E0,3.513194275E-1,8.747116270E0
4.856896292E0,3.302731934E0,-8.011789398E0,5.014871521E0,1.001227966E1
4.866977292E0,4.111500092E0,-1.004710693E1,7.318131866E0,1.309212911E1
4.877057292E0,4.556374969E0,-1.366882553E1,8.899593201E0,1.693517356E1
4.887137292E0,5.907914429E0,-1.924592789E1,1.116917358E1,2.302302395E1
4.897218292E0,7.346423035E0,-2.636572220E1,1.094119766E1,2.947594010E1
4.907298292E0,6.357729034E0,-3.106145737E1,6.936126251E0,3.245527229E1
4.917378292E0,3.262016602E0,-3.308854202E1,6.746171265E0,3.392643795E1
4.927459292E0,3.971541138E0,-3.231854324E1,7.649692383E0,3.344815645E1
4.937539292E0,8.041577454E0,-3.018338333E1,5.965694275E0,3.180083498E1
4.947620292E0,9.889335022E0,-2.713721786E1,4.663851471E0,2.925711967E1
4.957700292E0,8.794960785E0,-2.290476929E1,3.961811371E0,2.485308312E1
4.967780292E0,7.050638123E0,-1.774050842E1,3.224893799E0,1.936070962E1
4.977861292E0,6.008954315E0,-1.348830093E1,2.117047577E0,1.491722777E1
4.987941292E0,4.152215424E0,-1.057101746E1,1.217717743E0,1.142235262E1
4.998021292E0,1.251248016E0,-8.038433990E0,3.565585327E-1,8.143044677E0
5.008102292E0,-2.215842133E0,-5.517975311E0,-2.933898926E-2,5.946332371E0
5.018182292E0,-4.638404388E0,-2.707120514E0,-5.007087708E-1,5.393885985E0
5.028263292E0,-5.578599243E0,9.083111572E-1,-6.518943787E-1,5.689531172E0
5.038343292E0,-6.055806885E0,4.662504272E0,-2.589614868E-1,7.647143530E0
5.048423292E0,-3.875291290E0,6.546336823E0,8.195457458E-1,7.651409256E0
5.058504292E0,-3.486250305E-1,5.945186920E0,-1.417552185E-1,5.957086660E0
5.068584292E0,1.499731293E0,4.802912292E0,-3.159030762E0,5.941097188E0
5.078664292E0,2.299218750E0,4.202211456E0,-4.636009369E0,6.666151127E0
5.088745292E0,2.729873199E0,4.231400757E0,-3.245550842E0,5.990873085E0
5.098825292E0,2.418520660E0,4.243824921E0,-4.697232056E-1,4.907130733E0
5.108906292E0,9.059161377E-1,3.851041718E0,9.978250122E-1,4.080056509E0
5.118986292E0,-1.334325256E0,2.546504517E0,4.421804810E-1,2.908716679E0
5.129066292E0,-1.656605072E0,1.567240906E-1,-8.300239563E-1,1.859527513E0
5.139147292E0,-6.565347290E-1,-1.406175842E0,-7.161108398E-1,1.709146888E0
5.149227292E0,-5.484594727E-1,-1.979333954E0,8.475375366E-1,2.221911468E0
5.159307292E0,-4.228706360E-1,-2.175276489E0,2.242636414E0,3.152786936E0
5.169388292E0,1.492396545E0,-1.561253357E0,1.824256439E0,2.827131240E0
5.179468292E0,3.486399994E0,3.143463135E-3,8.994795227E-1,3.600563596E0
5.189549292E0,2.744991760E0,9.021739197E-1,4.013154602E-1,2.917182141E0
5.199629292E0,1.332229614E0,1.291514282E0,5.733078003E-1,1.942041895E0
5.209709292E0,3.996688843E-1,1.879341888E0,1.368454285E0,2.358882846E0
5.219790292E0,1.356179810E-1,2.557132416E0,2.254461823E0,3.411732190E0
5.229870292E0,-4.769082642E-1,2.973566437E0,2.659968567E0,4.018080589E0
5.239950292E0,-1.537602539E0,2.282902679E0,2.175875244E0,3.508603610E0
5.250031292E0,-2.207609253E0,9.777667236E-1,1.419947205E0,2.801038458E0
5.260111292E0,-2.463726654E0,-3.914360046E-1,9.047186279E-1,2.653617713E0
5.270192292E0,-3.027005310E0,-2.312241669E0,2.615660706E0,4.620703800E0
5.280272292E0,-4.376149750E0,-5.790259094E0,7.288044434E0,1.028559083E1
5.290352292E0,-5.307063904E0,-9.537267151E0,-1.735640717E0,1.105155377E1
5.300433292E0,-6.764732666E0,-1.923021057E1,-1.000324814E1,2.270743446E1
5.310513292E0,-1.029169830E1,-4.235966263E1,1.315913544E0,4.361182982E1
5.320593292E0,-1.205937241E1,-7.086518509E1,9.352700958E0,7.248983333E1
5.330674292E0,-6.282285919E0,-7.921736664E1,1.065289719E1,8.017694501E1
5.340754292E0,4.157753906E0,-7.538847885E1,-2.180066528E0,7.553451099E1
5.350835292E0,3.504212952E0,-4.781566681E1,-6.236481171E0,4.834781482E1
5.360915292E0,4.735851746E0,-2.416604645E1,-3.740122375E0,2.490812333E1
5.370995292E0,7.256909180E0,-1.317799622E1,2.336491241E0,1.522437212E1
5.381076292E0,7.680528259E0,-7.384743347E0,4.030368805E0,1.139161189E1
5.391156292E0,6.098917236E0,-4.488565979E0,1.644330597E0,7.749054079E0
5.401236292E0,2.141746216E0,-1.553170166E0,-8.993298340E-1,2.794317192E0
5.411317292E0,-3.041225739E0,9.398954773E-1,-2.102827148E0,3.815015009E0
5.421397292E0,-7.551795959E0,2.838846588E0,-2.609523468E0,8.479285636E0
5.431478292E0,-8.774902496E0,4.945415955E0,-1.836530914E0,1.023859847E1
5.441558292E0,-6.859335938E0,7.091652832E0,-1.246008911E0,9.944574782E0
5.451638292E0,-4.310735779E0,7.882308655E0,2.653981018E-1,8.987973567E0
5.461719292E0,-3.294648743E0,6.562353516E0,2.426903229E0,7.733631313E0
5.471799292E0,-2.640059967E0,5.086273041E0,3.811673584E0,6.882510122E0
5.481879292E0,-1.584455109E0,4.766987000E0,3.313359833E0,6.017725187E0
5.491960292E0,-2.119592285E-1,4.765789490E0,2.026785278E0,5.183197347E0
5.502040292E0,4.974156189E-1,5.071902924E0,6.626719666E-1,5.139139587E0
5.512121292E0,8.063731384E-1,4.634362793E0,-7.244934082E-2,4.704551524E0
5.522201292E0,8.292755127E-2,2.616858215E0,-3.923341370E-1,2.647404384E0
5.532281292E0,-7.087760925E-1,-8.548722839E-1,-4.213737488E-1,1.187739874E0
5.542362292E0,-5.972579956E-1,-2.915636902E0,2.080673218E-2,2.976254118E0
5.552442292E0,1.185534668E-1,-3.333118744E0,2.609074402E-1,3.345415995E0
5.562522292E0,1.591640167E0,-3.139720917E0,5.306465149E-1,3.559880838E0
5.572603292E0,3.226989441E0,-1.767524414E0,6.135740662E-1,3.730157710E0
5.582683292E0,3.429218903E0,9.011260986E-2,1.131646729E-1,3.432268755E0
5.592764292E0,3.867657166E0,1.259929962E0,-5.134323120E-2,4.068025515E0
5.602844292E0,4.757257233E0,1.864073639E0,9.677375793E-1,5.200267583E0
5.612924292E0,5.216352539E0,1.720971222E0,3.077450409E0,6.296251010E0
5.623005292E0,3.279979248E0,-2.246228943E0,7.586972809E0,8.565393437E0
5.633085292E0,-1.154549103E0,-1.038645126E1,8.613837433E0,1.354287816E1
5.643165292E0,-9.230854340E0,-1.827983688E1,-8.500373383E0,2.217244813E1
5.653246292E0,-1.710103821E1,-3.415058350E1,-1.373603577E1,4.058800980E1
5.663326292E0,-1.787433014E1,-5.671570908E1,-5.194947052E0,5.969213356E1
5.673407292E0,-1.371507935E1,-7.052569107E1,7.329807587E0,7.221982125E1
5.683487292E0,3.209625549E0,-7.162964539E1,1.758498184E1,7.382641384E1
5.693567292E0,1.343770615E1,-5.746130859E1,1.303788757E0,5.902604338E1
5.703648292E0,9.435329132E0,-3.217544083E1,-2.318229218E0,3.361039445E1
5.713728292E0,4.807852020E0,-1.739712250E1,-2.168839874E0,1.817908630E1
5.723808292E0,2.765648804E0,-8.037984924E0,-3.861968994E-2,8.500559183E0
5.733889292E0,6.068380737E-1,-2.453398132E0,1.932032318E0,3.181220477E0
5.743969292E0,-3.468287659E-1,5.894741821E-1,3.563190308E0,3.628235821E0
5.754050292E0,-1.242117004E0,2.794089661E0,3.197949829E0,4.424553627E0
5.764130292E0,-2.778072968E0,4.994364166E0,3.752696228E-1,5.727319629E0
5.774210292E0,-3.871399384E0,7.115752716E0,-2.146236877E0,8.380214952E0
5.784291292E0,-3.965254211E0,8.356821899E0,-2.256258087E0,9.521051086E0
5.794371292E0,-3.788022766E0,7.881709900E0,-1.146615601E0,8.819591530E0
5.804451292E0,-3.273842010E0,6.501280518E0,-6.207591248E-1,7.305479571E0
5.814532292E0,-2.731968842E0,5.323080597E0,-5.153782654E-1,6.005368894E0
5.824612292E0,-2.557431793E0,4.825365601E0,-9.187893677E-1,5.537940453E0
5.834693292E0,-2.703378296E0,4.422553253E0,-1.619332581E0,5.430420747E0
5.844773292E0,-2.745889893E0,3.632196808E0,-2.104024658E0,5.015943053E0
5.854853292E0,-1.828597412E0,1.722917175E0,-1.840123444E0,3.114203972E0
5.864934292E0,-2.142045593E-1,-6.075865173E-1,-6.994953918E-1,9.509672826E-1
5.875014292E0,1.179696808E0,-2.102827148E0,7.367678833E-1,2.521188904E0
5.885094292E0,3.068618774E0,-2.685715027E0,1.480122070E0,4.338230945E0
5.895175292E0,5.806724854E0,-1.880539398E0,7.840695190E-1,6.153799393E0
5.905255292E0,7.385042725E0,3.318598938E-1,6.646179199E-2,7.392794073E0
5.915336292E0,7.434290314E0,2.178869019E0,1.248703308E0,7.846999593E0
5.925416292E0,7.443121948E0,2.494263153E0,2.080523529E0,8.120959991E0
5.935496292E0,5.592520294E0,1.386865997E0,2.676733704E0,6.353312825E0
5.945577292E0,1.389560394E0,-3.151696014E0,5.270240479E0,6.295990832E0
5.955657292E0,-3.714525604E0,-1.010877869E1,4.344116364E0,1.161277116E1
5.965737292E0,-1.264330811E1,-1.677621368E1,-8.985514526E0,2.284806462E1
5.975818292E0,-2.121433456E1,-3.409669556E1,1.296004944E0,4.017850505E1
5.985898292E0,-1.480780701E1,-5.627712112E1,2.457888794E0,5.824454247E1
5.995979292E0,1.133143616E0,-6.932294220E1,3.851341095E0,6.943908955E1
6.006059292E0,1.423599609E1,-7.071938828E1,2.107048370E1,7.515225044E1
6.016139292E0,1.644585068E1,-5.338154251E1,8.314310303E0,5.647285048E1
6.026220292E0,8.953032074E0,-3.077136063E1,-2.524500275E0,3.214664088E1
6.036300292E0,6.143374786E0,-1.772015076E1,-3.558849335E0,1.908953130E1
6.046380292E0,3.270698547E0,-9.914333038E0,-2.971021729E0,1.085442024E1
6.056461292E0,3.023712158E-1,-5.275479584E0,-1.741328888E0,5.563662417E0
6.066541292E0,-2.892435150E0,-1.057251434E0,-2.245330811E-3,3.079604964E0
6.076622292E0,-4.647685089E0,2.126927032E0,2.124981079E0,5.535371702E0
6.086702292E0,-4.774321747E0,3.731889496E0,2.886597290E0,6.712197201E0
6.096782292E0,-4.593198395E0,5.210664368E0,1.553469543E0,7.117707655E0
6.106863292E0,-3.771557007E0,6.550827484E0,-5.822891235E-2,7.559191332E0
6.116943292E0,-2.612367554E0,6.942712555E0,-4.676275635E-1,7.432657492E0
6.127023292E0,-1.414857788E0,6.612499237E0,-5.804928589E-1,6.787042116E0
6.137104292E0,-5.619314575E-1,6.829996948E0,-5.373825073E-1,6.874111232E0
6.147184292E0,-1.865121460E-1,6.870712280E0,8.008346558E-2,6.873709870E0
6.157265292E0,-1.040486298E0,6.639443207E0,-8.637039185E-2,6.721032486E0
6.167345292E0,-2.862347717E0,5.731730804E0,-1.445993042E-1,6.408329067E0
6.177425292E0,-3.722159729E0,1.975891113E0,3.568579102E-1,4.229180335E0
6.187506292E0,-2.340981903E0,-1.355431366E0,-5.020559692E-1,2.751263465E0
6.197586292E0,-1.697919159E0,-2.826123047E0,-2.090852051E0,3.904044473E0
6.207666292E0,-1.049168243E0,-3.813320160E0,-2.391127625E0,4.621650783E0
6.217747292E0,5.131329346E-1,-4.117188263E0,-1.722767487E0,4.492490669E0
6.227827292E0,3.068918152E0,-3.412603455E0,-1.148262177E0,4.731028111E0
6.237908292E0,4.728217621E0,-1.692979431E0,-1.016087036E0,5.123929555E0
6.247988292E0,4.910688171E0,-3.760180664E-1,-5.234614563E-1,4.952803226E0
6.258068292E0,4.968018951E0,3.668870544E-1,1.122665405E-1,4.982812678E0
6.268149750E0,4.664899292E0,8.828640747E-1,5.587879944E-1,4.780478888E0
6.278229750E0,4.279750214E0,1.036744080E0,2.989732819E0,5.322556012E0
6.288310750E0,3.737727356E0,-9.355545044E-2,7.999514923E0,8.830152740E0
6.298390750E0,1.900597687E0,-5.108127594E0,1.439795929E1,1.539501448E1
6.308470750E0,-2.146685944E0,-1.277578262E1,1.289253983E1,1.827693807E1
6.318551750E0,-1.141705811E1,-1.987851242E1,-3.227887573E0,2.315002657E1
6.328631750E0,-2.048100952E1,-3.710498978E1,-6.976542206E0,4.295258035E1
6.338711750E0,-1.759171783E1,-6.194718018E1,-9.857002258E-1,6.440414019E1
6.348792750E0,-3.847000122E0,-7.821145844E1,1.349533630E1,7.946040361E1
6.358872750E0,1.391027344E1,-7.730135101E1,1.556538162E1,8.007044199E1
6.368952750E0,1.626891861E1,-5.305567017E1,-2.069296875E0,5.553254756E1
6.379033750E0,1.054676788E1,-2.679562820E1,-6.713688812E0,2.956879472E1
6.389113750E0,7.050488434E0,-1.534429138E1,-3.708388367E0,1.728897942E1
6.399194750E0,3.015778656E0,-8.049211578E0,2.453398132E0,8.938897602E0
6.409274750E0,-3.743714905E-1,-3.948489075E0,4.674629059E0,6.130487487E0
6.419354750E0,-2.370620270E0,-1.208137665E0,3.417393494E0,4.331052455E0
6.429435750E0,-3.101999359E0,5.987548828E-3,2.421813812E0,3.935431109E0
6.439515750E0,-4.630321198E0,6.373745728E-1,1.239123230E0,4.835446941E0
6.449596750E0,-6.334377594E0,1.342707825E0,-9.744735718E-2,6.475855140E0
6.459676750E0,-6.070626068E0,2.688110046E0,-1.493594055E0,6.805090718E0
6.469756750E0,-4.130809937E0,5.091811523E0,-3.110681305E0,7.257167044E0
6.479837750E0,-2.111808472E0,6.581813049E0,-3.200943604E0,7.617482392E0
6.489917750E0,-1.007854156E0,6.382577362E0,-1.679208069E0,6.676286657E0
6.499997750E0,-5.322930908E-1,5.661826172E0,-1.597178650E-1,5.689035185E0
6.510078750E0,-1.398092651E-1,4.837490387E0,6.815327454E-1,4.887263729E0
6.520158750E0,-1.109193420E-1,4.002676392E0,1.032103729E0,4.135088815E0
6.530239750E0,-3.510200500E-1,2.998414764E0,1.056952057E0,3.198570591E0
6.540319750E0,-2.287243652E-1,6.394702148E-1,6.668632507E-1,9.518106882E-1
6.550399750E0,-1.068777466E-1,-1.817819824E0,-1.586700439E-1,1.827858843E0
6.560480750E0,1.924996948E-1,-2.990630951E0,-1.324894867E0,3.276625707E0
6.570560750E0,8.361611938E-1,-3.534450073E0,-1.784588928E0,4.046759260E0
6.580640750E0,1.761536865E0,-3.147804108E0,-1.306483154E0,3.836480296E0
