"t","a_x","a_y","a_z","a_abs"
4.797465833E-1,2.085163879E-1,2.241738281E0,8.579259338E0,8.869755374E0
4.898245833E-1,4.924758911E-1,2.414928131E0,8.568332062E0,8.915757102E0
4.999035833E-1,3.700305176E-1,2.989433441E0,9.338480530E0,9.812280749E0
5.099815833E-1,1.559756470E-1,3.827989655E0,9.576335907E0,1.031426404E1
5.200595833E-1,-7.273374939E-1,4.218677216E0,9.635762329E0,1.054391639E1
5.301375833E-1,-7.530839539E-1,4.499193878E0,9.701176300E0,1.072020068E1
5.402155833E-1,-4.007167053E-1,4.194577332E0,1.055290512E1,1.136304798E1
5.502945833E-1,7.930508423E-1,3.519481201E0,1.056203613E1,1.116119549E1
5.603725833E-1,2.460882568E-1,2.293979645E0,7.893984375E0,8.224225882E0
5.704505833E-1,-1.056203613E0,1.222807159E0,8.147257690E0,8.305939519E0
5.805285833E-1,-1.580263824E0,1.037941589E0,9.211993561E0,9.404008819E0
5.906065833E-1,-1.752854919E0,1.570234680E0,9.958042145E0,1.023233799E1
6.006845833E-1,-1.400487671E0,2.200124817E0,9.917626190E0,1.025481468E1
6.107635833E-1,-1.277892609E0,2.797981567E0,9.707313538E0,1.018300773E1
6.208415833E-1,-1.379231873E0,3.215613098E0,1.014171021E1,1.072831459E1
6.309195833E-1,-1.712588654E0,3.322341156E0,1.026071274E1,1.092030845E1
6.409975833E-1,-1.655108185E0,3.135379944E0,1.013961456E1,1.074159085E1
6.510755833E-1,-7.182064819E-1,2.451003113E0,9.968370667E0,1.029036688E1
6.611535833E-1,-4.114942932E-1,2.222129059E0,9.367071075E0,9.635829266E0
6.712325833E-1,-3.900888062E-1,2.524500275E0,9.970615997E0,1.029264078E1
6.813105833E-1,-5.751040649E-1,2.332599335E0,1.016700760E1,1.044699995E1
6.913885833E-1,-8.813671875E-1,1.783690796E0,9.649234314E0,9.852212128E0
7.014665833E-1,-1.038091278E0,1.580862579E0,9.524094543E0,9.710053392E0
7.115445833E-1,-4.724176025E-1,1.632954254E0,9.415420532E0,9.567646617E0
7.216235833E-1,-7.933502197E-3,1.518891449E0,9.117390289E0,9.243046027E0
7.317015833E-1,1.437011719E-1,1.471140747E0,9.748178558E0,9.859609035E0
7.417795833E-1,6.786886597E-1,2.551294556E0,1.036235138E1,1.069336469E1
7.518575833E-1,5.200186157E-1,2.277513885E0,8.834628296E0,9.138279159E0
7.619355833E-1,3.180885315E-1,1.396446075E0,8.416098633E0,8.537093074E0
7.720135833E-1,4.306544495E-1,1.546883240E0,8.762029266E0,8.907944088E0
7.820925833E-1,-2.140548706E-1,1.629511414E0,8.992100830E0,9.141061441E0
7.921705833E-1,-5.972579956E-1,1.346000977E0,9.167086945E0,9.284606550E0
8.022485833E-1,-2.537223816E-1,1.344653778E0,9.144334259E0,9.246151517E0
8.123265833E-1,-8.187973022E-2,1.389111328E0,9.244775391E0,9.348914728E0
8.224045833E-1,-1.682501221E-1,1.507814484E0,9.621691589E0,9.740572964E0
8.324825833E-1,-4.183799744E-1,1.623673553E0,1.022164398E1,1.035825098E1
8.425615833E-1,-4.327500916E-1,1.593137054E0,1.019290375E1,1.032572734E1
8.526395833E-1,-5.177732849E-1,1.594933319E0,9.927056580E0,1.006768860E1
8.627175833E-1,-5.963598633E-1,1.567839661E0,9.477241974E0,9.624545793E0
8.727955833E-1,-5.072950745E-1,1.336121521E0,8.966953125E0,9.080133113E0
8.828735833E-1,-7.783813477E-2,1.641187134E0,9.042096863E0,9.190161569E0
8.929525833E-1,-1.311273193E-1,1.823358307E0,9.455537109E0,9.630628843E0
9.030305833E-1,-5.539979553E-1,2.130519562E0,9.597292328E0,9.846524634E0
9.131085833E-1,6.646179199E-2,2.114203491E0,8.765621796E0,9.017227902E0
9.231865833E-1,1.734892273E-1,1.831441498E0,8.427325287E0,8.625780426E0
9.332645833E-1,3.388952637E-1,1.617985382E0,8.448431396E0,8.608642155E0
9.433425833E-1,2.769241333E-1,1.650018768E0,8.521778870E0,8.684466824E0
9.534215833E-1,2.020797729E-1,1.972597961E0,8.619525604E0,8.844670745E0
9.634995833E-1,5.095404053E-1,2.366428986E0,8.861123199E0,9.185810902E0
9.735775833E-1,1.569785614E0,3.389701080E0,8.377928009E0,9.173002672E0
9.836555833E-1,1.205592957E0,3.757336578E0,5.706283722E0,6.937773883E0
9.937335833E-1,-2.305206299E-1,3.693269806E0,5.699847107E0,6.795707370E0
1.003811583E0,-1.277144165E0,4.658013611E0,6.812483368E0,8.350935137E0
1.013890583E0,-1.437610474E0,6.174210663E0,7.588020630E0,9.887651807E0
1.023968583E0,-1.535506897E0,7.347021790E0,7.776329041E0,1.080776591E1
1.034046583E0,-3.118165741E0,6.938670959E0,7.567662964E0,1.073022064E1
1.044124583E0,-2.956352234E0,5.176834717E0,6.717281342E0,8.981175025E0
1.054202583E0,-1.335522766E0,3.437451782E0,7.394173737E0,8.262778047E0
1.064281583E0,3.049159241E-1,2.922672272E0,8.017327881E0,8.538883608E0
1.074359583E0,2.187850342E0,3.239114227E0,6.166426849E0,7.300915709E0
1.084437583E0,4.619393921E0,4.030368805E0,5.831124115E0,8.460773094E0
1.094515583E0,4.839436340E0,4.441713409E0,5.723198547E0,8.712288087E0
1.104593583E0,4.434079285E0,4.431085510E0,5.798941040E0,8.539513750E0
1.114671583E0,3.802841949E0,4.054019623E0,6.174360352E0,8.307791990E0
1.124750583E0,3.180735626E0,3.825594635E0,6.218967590E0,7.964157917E0
1.134828583E0,2.956501923E0,3.744463348E0,5.874683533E0,7.567946617E0
1.144906583E0,2.949765930E0,3.647015991E0,4.847519531E0,6.745390299E0
1.154984583E0,3.516786804E0,3.436254272E0,3.854783936E0,6.247798976E0
1.165062583E0,3.748205566E0,3.402574310E0,3.696413269E0,6.268175808E0
1.175141042E0,3.783532104E0,3.859124908E0,3.978426819E0,6.710874771E0
1.185220042E0,4.349205780E0,4.418511658E0,3.887116699E0,7.317684908E0
1.195298042E0,5.004243622E0,4.939877472E0,3.167563019E0,7.712217524E0
1.205376042E0,4.953798523E0,5.630391541E0,2.848276978E0,8.022101373E0
1.215454042E0,4.559368744E0,6.168821869E0,4.007616119E0,8.654663110E0
1.225532042E0,4.998854828E0,6.080355835E0,5.898484039E0,9.836228476E0
1.235611042E0,5.835614777E0,5.487887878E0,7.666008453E0,1.108778602E1
1.245689042E0,6.265520782E0,5.016069031E0,9.185648346E0,1.219810783E1
1.255767042E0,6.701114960E0,4.480033722E0,9.495953064E0,1.245587285E1
1.265845042E0,7.446864166E0,3.958368530E0,8.446186066E0,1.193576669E1
1.275923042E0,7.430847473E0,3.762276306E0,8.334368591E0,1.178278053E1
1.286001042E0,7.710316315E0,3.500919800E0,8.153394928E0,1.175513785E1
1.296080042E0,7.811206512E0,3.104394379E0,8.169561310E0,1.172151627E1
1.306158042E0,8.419691162E0,2.124681702E0,8.887468414E0,1.242548053E1
1.316236042E0,9.393565979E0,8.439450073E-1,9.229207764E0,1.319581755E1
1.326314042E0,1.014979340E1,6.381230164E-1,9.591005402E0,1.397901612E1
1.336392042E0,1.097487762E1,1.930685120E0,1.014305740E1,1.506841390E1
1.346470042E0,1.044961990E1,3.906276855E0,1.095047836E1,1.563222733E1
1.356549042E0,8.532107391E0,5.777984619E0,1.254002289E1,1.623065423E1
1.366627042E0,8.877139893E0,5.511838074E0,1.383692596E1,1.733910297E1
1.376705042E0,9.200766907E0,3.031645660E0,1.278656021E1,1.604185492E1
1.386783042E0,8.150700531E0,1.911075897E0,1.063328796E1,1.353340102E1
1.396861042E0,7.489824829E0,2.215243378E0,9.272916870E0,1.212401610E1
1.406940042E0,7.218738556E0,3.268602905E0,8.599916382E0,1.169412301E1
1.417018042E0,7.307653656E0,4.654570770E0,7.441475372E0,1.142113772E1
1.427096042E0,6.840774536E0,5.765710144E0,5.821244659E0,1.067363570E1
1.437174042E0,6.174060974E0,6.226152649E0,4.657265167E0,9.928450260E0
1.447252042E0,5.385351105E0,6.345155182E0,3.799399109E0,9.148684845E0
1.457330042E0,5.973328400E0,6.098617859E0,3.399131470E0,9.188464872E0
1.467409042E0,6.383774872E0,5.826334076E0,3.863166504E0,9.466932228E0
1.477487042E0,7.001689911E0,6.295308838E0,5.252726898E0,1.078173061E1
1.487565042E0,7.632478180E0,8.549620972E0,6.202052765E0,1.303135451E1
1.497643042E0,7.035669250E0,1.280362473E1,6.719376984E0,1.608053093E1
1.507721042E0,5.670807495E0,1.514819916E1,5.674400024E0,1.714131882E1
1.517800042E0,4.985532532E0,1.266531235E1,4.959636383E0,1.448667196E1
1.527878042E0,4.574487305E0,8.090076599E0,5.854625244E0,1.098416634E1
1.537956042E0,5.071902924E0,4.885839844E0,6.100264435E0,9.317127048E0
1.548034042E0,5.312153320E0,5.985153809E0,7.389533386E0,1.089248561E1
1.558112042E0,6.833888855E0,6.892417145E0,5.736520844E0,1.127453424E1
1.568190042E0,7.126679993E0,6.245163116E0,3.808380432E0,1.021251152E1
1.578269042E0,7.325765991E0,5.781277771E0,4.034111023E0,1.016681227E1
1.588347042E0,7.700586548E0,5.580545197E0,4.210893402E0,1.040063177E1
1.598425042E0,7.873477020E0,5.479056244E0,4.469405823E0,1.058240455E1
1.608503042E0,7.485034790E0,4.878056030E0,4.292174377E0,9.911807975E0
1.618581042E0,7.613168335E0,4.103716278E0,3.877536621E0,9.478191264E0
1.628659042E0,8.562045135E0,3.408262482E0,3.882925415E0,1.000009899E1
1.638738042E0,8.616831207E0,3.416645050E0,4.127816162E0,1.014702467E1
1.648816042E0,8.605604553E0,4.035009155E0,4.481231232E0,1.050805224E1
1.658894042E0,8.682843933E0,4.755011902E0,4.488715668E0,1.086970493E1
1.668972042E0,8.861422577E0,5.332061920E0,4.647685089E0,1.133828343E1
1.679050042E0,8.879385223E0,5.595663757E0,4.934338989E0,1.159752715E1
1.689129042E0,8.140521698E0,5.662125549E0,4.755311279E0,1.099730624E1
1.699207042E0,6.937024384E0,5.728138275E0,5.087021484E0,1.033497281E1
1.709285042E0,6.027665405E0,5.116210785E0,5.286706238E0,9.510921400E0
1.719363042E0,5.666017456E0,4.469405823E0,5.199886780E0,8.894839220E0
1.729441042E0,5.918692017E0,4.262086945E0,4.964127045E0,8.822633259E0
1.739519042E0,5.901028748E0,4.250710602E0,4.017196198E0,8.308341964E0
1.749598042E0,5.861810303E0,4.381688232E0,3.962859192E0,8.322515531E0
1.759676042E0,6.338269501E0,4.682113495E0,4.096680908E0,8.881364845E0
1.769754042E0,7.054380341E0,5.081782379E0,3.959116974E0,9.553188020E0
1.779832042E0,7.363637238E0,5.361101532E0,3.688330078E0,9.826919241E0
1.789910042E0,6.521338806E0,5.128784637E0,2.949466553E0,8.805205541E0
1.799989042E0,6.706204376E0,4.251159668E0,2.836152191E0,8.431446786E0
1.810067042E0,7.211553497E0,3.301983490E0,3.121009827E0,8.523514601E0
1.820145042E0,7.831414490E0,2.784359894E0,3.483555908E0,9.012151502E0
1.830223042E0,9.060508575E0,2.361040192E0,3.746409302E0,1.008478602E1
1.840301042E0,9.833052063E0,2.165995789E0,4.111649780E0,1.087594201E1
1.850379042E0,9.612859955E0,2.071093140E0,4.080514526E0,1.064645960E1
1.860458042E0,8.778644714E0,2.277813263E0,4.334536285E0,1.005192723E1
1.870536042E0,8.030201111E0,2.785557404E0,3.128793640E0,9.057196562E0
1.880614042E0,7.580386505E0,2.655777283E0,1.983375549E0,8.273402632E0
1.890692042E0,7.124135284E0,3.571273499E0,1.999990997E0,8.216280298E0
1.900770042E0,7.706424408E0,4.271966400E0,1.962568817E0,9.027200587E0
1.910848042E0,8.015980682E0,3.990701294E0,1.767524414E0,9.127200319E0
1.920927042E0,8.409362640E0,3.304827576E0,1.780697021E0,9.209242488E0
1.931005042E0,8.521329803E0,2.863694916E0,1.935175781E0,9.195581303E0
1.941083042E0,8.767418060E0,3.047812042E0,1.825753326E0,9.459923514E0
1.951161042E0,9.028175812E0,3.735032959E0,1.784289551E0,9.931873886E0
1.961239042E0,9.201814728E0,4.035308533E0,2.032024384E0,1.025115761E1
1.971318042E0,8.996441803E0,3.942202148E0,1.822759552E0,9.989963728E0
1.981396042E0,8.216862946E0,4.354145508E0,1.648222504E0,9.444154657E0
1.991474042E0,6.888824615E0,5.119054871E0,1.804647217E0,8.770255351E0
2.001552042E0,5.273383942E0,7.470964050E0,5.794450378E-1,9.162949230E0
2.011630042E0,5.423970795E0,1.405951309E1,-9.780661011E-1,1.510119137E1
2.021708042E0,3.693269806E0,1.787462952E1,4.550537109E-2,1.825225172E1
2.031787042E0,2.807112579E0,1.789363998E1,4.296066284E-1,1.811758248E1
2.041865042E0,4.128863983E0,1.513173340E1,-2.680924988E-1,1.568721604E1
2.051943042E0,4.801714783E0,1.081994980E1,-1.055904236E0,1.188455772E1
2.062021042E0,5.799988861E0,6.841373291E0,-1.025966492E0,9.027561495E0
2.072099042E0,6.906338196E0,3.180735626E0,-3.926335144E-1,7.613721001E0
2.082177042E0,7.704179077E0,7.180567932E-1,1.663041687E-1,7.739356426E0
2.092256042E0,9.271419983E0,1.589245148E0,-4.796026611E-1,9.418861256E0
2.102334042E0,1.141316620E1,5.041815491E0,-6.840774536E-1,1.249592846E1
2.112412042E0,1.280946259E1,7.072642365E0,4.769082642E-1,1.464008344E1
2.122490042E0,1.276126282E1,6.575675812E0,1.327589264E0,1.441706747E1
2.132568042E0,1.188348816E1,5.303022308E0,1.876647491E0,1.314766680E1
2.142647042E0,1.114612152E1,4.537214813E0,2.553689575E0,1.230218166E1
2.152725042E0,9.552984467E0,4.417763214E0,3.370391235E0,1.105150131E1
2.162803042E0,8.057145081E0,4.851561127E0,3.090772705E0,9.899904451E0
2.172880292E0,6.279591522E0,5.434299316E0,2.189347229E0,8.588254772E0
2.182958292E0,5.340743866E0,5.620512085E0,1.166374512E0,7.840544027E0
2.193036292E0,3.529959412E0,5.782325592E0,-5.707630920E-1,6.798652308E0
2.203115292E0,2.287992096E0,5.810018005E0,-1.869013367E0,6.518007979E0
2.213193292E0,3.310815125E0,5.872737579E0,-2.033820648E0,7.041801609E0
2.223271292E0,4.198169861E0,6.725065155E0,-1.895657959E0,8.151358820E0
2.233349292E0,4.203109589E0,8.391549683E0,-1.185834045E0,9.459938619E0
2.243427292E0,3.488795013E0,9.992171173E0,-9.695338440E-1,1.062803704E1
2.253506292E0,3.610042877E0,1.054152878E1,-2.332150269E-1,1.114498218E1
2.263584292E0,4.267775116E0,1.030038025E1,1.519190826E0,1.125254098E1
2.273662292E0,4.169429626E0,1.014724869E1,3.333268433E0,1.146566517E1
2.283740292E0,4.828209686E0,9.698032837E0,4.317322083E0,1.166202039E1
2.293818292E0,5.689368896E0,8.152496796E0,3.871848450E0,1.066880185E1
2.303896292E0,6.662046204E0,7.215595093E0,1.856738892E0,9.994756199E0
2.313975292E0,6.909032593E0,6.579717407E0,2.395019531E-2,9.540858774E0
2.324053292E0,7.138355713E0,6.275699615E0,-7.363188171E-1,9.533241492E0
2.334131292E0,7.271428986E0,6.260581055E0,-2.731819153E-1,9.599124074E0
2.344209292E0,5.945785675E0,7.369026031E0,-9.717791748E-1,9.518364708E0
2.354287292E0,4.912484436E0,8.183781738E0,-3.543132019E-1,9.551561376E0
2.364365292E0,4.390819244E0,8.612190857E0,1.398541718E0,9.767550559E0
2.374444292E0,3.738326111E0,8.866661682E0,2.073937225E0,9.843474341E0
2.384522292E0,4.067192230E0,9.200168152E0,5.676196289E-1,1.007508505E1
2.394600292E0,3.505260773E0,9.369615784E0,-5.933660889E-1,1.002140890E1
2.404678292E0,3.175197144E0,9.368567963E0,-7.484436035E-2,9.892297218E0
2.414756292E0,3.479813690E0,9.050778809E0,4.541555786E-1,9.707314647E0
2.424835292E0,4.276007996E0,8.350984039E0,1.498384094E-1,9.383263310E0
2.434913292E0,5.435347137E0,7.848329315E0,-1.963916016E-1,9.548708876E0
2.444991292E0,6.135590973E0,7.705825653E0,1.374142456E-1,9.851096805E0
2.455069292E0,5.735622711E0,7.785010986E0,3.091072083E-1,9.674673700E0
2.465147292E0,5.231022034E0,7.885003052E0,2.444416809E-1,9.465548921E0
2.475225292E0,4.977748718E0,7.720644836E0,2.454895020E-2,9.186236533E0
2.485304292E0,5.508694611E0,7.467371521E0,-3.034190369E-1,9.284364106E0
2.495382292E0,6.034850464E0,7.269183655E0,-4.284091187E-1,9.457483043E0
2.505460292E0,5.713768158E0,7.712861023E0,1.701960754E-1,9.600225957E0
2.515538292E0,5.411546631E0,8.262667694E0,9.355545044E-1,9.921278980E0
2.525616292E0,4.512366486E0,8.940907288E0,9.508227539E-1,1.006008640E1
2.535695292E0,3.666924591E0,9.343120880E0,6.881190491E-1,1.006050454E1
2.545773292E0,4.177063751E0,9.220825195E0,2.086660767E-1,1.012497014E1
2.555851292E0,4.838987274E0,8.044122162E0,1.893562317E-1,9.389331977E0
2.565929292E0,5.414540405E0,6.676865387E0,4.311035156E-2,8.596489848E0
2.576007292E0,5.772446136E0,5.564977570E0,1.104702759E-1,8.018872329E0
2.586085292E0,6.298751678E0,5.253774719E0,-9.295669556E-2,8.202747250E0
2.596164292E0,6.341263275E0,5.367837524E0,-6.477030945E-1,8.333355801E0
2.606242292E0,6.464606781E0,5.128485260E0,-1.338217163E0,8.359624816E0
2.616320292E0,7.196285248E0,5.532195740E0,-2.732417908E0,9.479336406E0
2.626398292E0,6.965016174E0,7.113357697E0,-2.034120026E0,1.016114916E1
2.636476292E0,6.143674164E0,8.217910767E0,3.784130859E-1,1.026752093E1
2.646554292E0,4.604275360E0,9.215436401E0,2.525997162E0,1.060680354E1
2.656633292E0,3.387904816E0,1.021640488E1,4.954247589E0,1.184894075E1
2.666711292E0,2.108365631E0,1.002016296E1,6.342909851E0,1.204497309E1
2.676789292E0,2.256557465E0,8.852141876E0,2.422113190E0,9.450878250E0
2.686867292E0,5.654042358E0,7.530390472E0,-2.256707153E0,9.683372493E0
2.696945292E0,6.249953156E0,8.425229645E0,-1.079704742E0,1.054571815E1
2.707024292E0,5.873186646E0,7.806566162E0,-9.232800293E-1,9.812708221E0
2.717102292E0,5.463039551E0,9.543105011E0,-9.653425598E-1,1.103845735E1
2.727180292E0,4.560266876E0,1.131796417E1,-2.908451843E-1,1.220561092E1
2.737258292E0,4.533322906E0,1.248179398E1,9.645941162E-1,1.331452738E1
2.747336292E0,4.659660187E0,1.302052368E1,1.379680939E0,1.389784118E1
2.757414292E0,4.740342407E0,1.256546997E1,-3.258723450E-1,1.343384065E1
2.767493292E0,3.932023315E0,1.071621552E1,-2.001637573E0,1.158898767E1
2.777571292E0,2.632725220E0,9.586514740E0,-1.793570251E0,1.010195037E1
2.787649292E0,9.398954773E-1,9.148974609E0,-7.897576904E-1,9.230972707E0
2.797727292E0,2.667453003E-1,9.290131073E0,8.653504944E-1,9.334158767E0
2.807805292E0,5.590873718E-1,9.511371002E0,2.328258362E0,9.808136624E0
2.817884292E0,5.890251160E-1,9.418563995E0,2.240241394E0,9.699225733E0
2.827962292E0,8.978329468E-1,9.612859955E0,1.631008301E0,9.791494707E0
2.838040292E0,1.839674377E-1,1.034154465E1,5.484594727E-1,1.035771198E1
2.848118292E0,1.824705505E-1,1.056787399E1,-8.038284302E-2,1.056975485E1
2.858196292E0,7.259902954E-2,1.096185471E1,3.185375977E-1,1.096672218E1
2.868274292E0,5.340893555E-1,1.130973129E1,8.765771484E-1,1.135621684E1
2.878353292E0,2.752775574E-1,1.105466171E1,1.520088959E0,1.116207838E1
2.888431292E0,-5.613327026E-1,9.951605530E0,1.458267517E0,1.007353419E1
2.898509292E0,-7.946974182E-1,9.397607574E0,6.027964783E-1,9.450393415E0
2.908587292E0,-1.177152100E0,9.735754395E0,5.658233643E-2,9.806824270E0
2.918665292E0,-7.753875732E-1,1.036908737E1,1.354682922E-1,1.039892064E1
2.928744292E0,-3.941304016E-1,1.075124268E1,-7.948471069E-2,1.075875809E1
2.938822292E0,1.818717957E-1,1.066382446E1,-5.059478760E-1,1.067736919E1
2.948900292E0,6.292913818E-1,1.101738922E1,-7.147636414E-1,1.105847006E1
2.958978292E0,9.731263733E-1,1.135089569E1,-8.099656677E-1,1.142128943E1
2.969056292E0,4.734654236E-1,1.089389603E1,6.870712280E-1,1.092580464E1
2.979134292E0,1.142424316E0,1.075214081E1,3.368145905E0,1.132510804E1
2.989213292E0,2.991080017E0,1.051638107E1,4.051923981E0,1.166014230E1
2.999291292E0,4.972958679E0,9.337582397E0,2.916984100E0,1.097404024E1
3.009369292E0,6.269263000E0,9.075926514E0,2.095043335E0,1.122788080E1
3.019447292E0,5.806275787E0,8.919651489E0,-3.405418396E-1,1.064842664E1
3.029525292E0,4.535418549E0,9.170829163E0,-2.460433502E0,1.052273073E1
3.039603292E0,2.848576355E0,9.244176636E0,-3.208577728E0,1.019137675E1
3.049682292E0,4.888833618E-1,8.503367157E0,-3.484603729E0,9.202647613E0
3.059760292E0,-1.689985657E0,7.612868958E0,-3.022963715E0,8.363619725E0
3.069838292E0,-3.033591614E0,7.455097046E0,-1.822609863E0,8.252457619E0
3.079916292E0,-2.578238525E0,8.491092682E0,-2.438429260E-1,8.877242151E0
3.089994292E0,-1.059496765E0,9.781708832E0,1.220262451E0,9.914302876E0
3.100073292E0,7.532336426E-1,1.033331177E1,2.461032257E0,1.064900807E1
3.110151292E0,2.013762360E0,1.024664200E1,2.790197754E0,1.080898305E1
3.120229292E0,2.047891388E0,1.009725266E1,2.002685394E0,1.049567145E1
3.130307292E0,1.201701050E0,1.018901184E1,6.987469482E-1,1.028339900E1
3.140385292E0,6.881190491E-1,1.029394363E1,-5.044509888E-2,1.031704066E1
3.150464292E0,1.333277435E0,1.040621017E1,-8.379574585E-1,1.052468582E1
3.160542292E0,2.793041840E0,1.037836807E1,-1.513203278E0,1.085363491E1
3.170620417E0,2.726879425E0,1.013991394E1,-8.544232178E-1,1.053488325E1
3.180698417E0,1.482966156E0,9.778116302E0,6.113287354E-1,9.908807692E0
3.190776417E0,8.322692871E-1,9.393565979E0,1.623972931E0,9.569171440E0
3.200854417E0,1.266366577E-1,8.940458221E0,1.995500336E0,9.161323684E0
3.210933417E0,-6.997947693E-1,8.628955994E0,1.900148621E0,8.863360482E0
3.221011417E0,-1.351838837E0,8.485853577E0,1.138981476E0,8.668013496E0
3.231089417E0,-1.160836029E0,8.743018799E0,4.561015320E-1,8.831531385E0
3.241167417E0,1.185983734E0,9.612261200E0,2.450404358E-1,9.688248944E0
3.251245417E0,3.631148987E0,1.033989807E1,1.317260742E-1,1.095974848E1
3.261324417E0,3.886667633E0,1.074989548E1,-2.020797729E-1,1.143272821E1
3.271402417E0,2.890339508E0,1.091545120E1,-3.284170532E-1,1.129641515E1
3.281480417E0,1.287472687E0,1.071980804E1,-2.588117981E-1,1.079994694E1
3.291558417E0,-4.385879517E-1,1.028166916E1,-2.029779053E-1,1.029302094E1
3.301636417E0,-1.856888580E0,9.450747070E0,2.266287231E-1,9.634106911E0
3.311714417E0,-3.145708466E0,8.639284515E0,5.879772949E-1,9.212949364E0
3.321793417E0,-4.093088379E0,8.290809174E0,8.411009216E-1,9.284306113E0
3.331871417E0,-3.400478668E0,8.442294159E0,3.507206726E-1,9.108160672E0
3.341949417E0,-1.932182007E0,8.767268372E0,-4.656816101E-1,8.989726435E0
3.352027417E0,-7.415579224E-1,9.389674072E0,-1.650617523E0,9.562448721E0
3.362105417E0,3.701802063E-1,1.009815079E1,-1.436263275E0,1.020649474E1
3.372183417E0,1.969903564E0,1.055440201E1,2.514770508E-1,1.073960719E1
3.382262417E0,2.950963440E0,1.052057236E1,1.159788208E0,1.098798146E1
3.392340417E0,3.246299286E0,1.019035904E1,2.054178314E0,1.089043273E1
3.402418417E0,3.410358124E0,9.857900391E0,2.837349701E0,1.081014782E1
3.412496417E0,3.600013733E0,9.667945404E0,2.938539276E0,1.072680196E1
3.422574417E0,3.139571228E0,9.488468628E0,2.244732056E0,1.024337671E1
