"t","a_x","a_y","a_z","a_abs"
1.049956000E0,-8.791667633E0,-7.479795685E0,2.311044159E0,1.177207239E1
1.060036000E0,-8.500074005E0,-7.438331909E0,2.344424744E0,1.153587305E1
1.070115000E0,-8.279582520E0,-7.094197540E0,2.295177155E0,1.114212563E1
1.080195000E0,-8.045768738E0,-6.532266083E0,2.118245087E0,1.057789473E1
1.090275000E0,-7.670648804E0,-5.849835205E0,2.276765442E0,9.911765023E0
1.100355000E0,-6.980434113E0,-5.214855652E0,4.449048157E0,9.783415016E0
1.110435000E0,-6.257138214E0,-4.903203735E0,7.702233124E0,1.106876599E1
1.120514000E0,-6.954987030E0,-4.681365051E0,7.766898651E0,1.142854925E1
1.130594000E0,-7.971223755E0,-4.916975098E0,4.218078461E0,1.027176899E1
1.140674000E0,-8.055947571E0,-6.061794434E0,6.059399414E-1,1.010003991E1
1.150754000E0,-7.299420776E0,-7.420518951E0,-1.384770355E0,1.050063018E1
1.160833000E0,-6.715335388E0,-7.936945038E0,-1.708696747E0,1.053615065E1
1.170913000E0,-6.193520508E0,-8.162675629E0,-1.160836029E0,1.031195956E1
1.180993000E0,-6.128106537E0,-8.171806641E0,2.442919922E-1,1.021723016E1
1.191073000E0,-6.189927979E0,-7.404801636E0,1.630708923E0,9.788028772E0
1.201152000E0,-6.720424805E0,-6.133794708E0,1.831441498E0,9.281256652E0
1.211232000E0,-7.059320068E0,-5.677094421E0,9.181906128E-1,9.105299276E0
1.221312000E0,-7.161856842E0,-5.929768982E0,1.128503265E0,9.366315883E0
1.231392000E0,-7.020101624E0,-5.849685516E0,1.339414673E0,9.235511849E0
1.241471000E0,-6.731501770E0,-5.594765625E0,8.774752808E-1,8.796844965E0
1.251551000E0,-6.461313629E0,-5.676944733E0,1.143621826E-1,8.601706460E0
1.261631000E0,-6.389163666E0,-5.874683533E0,-6.231541443E-1,8.701818203E0
1.271711000E0,-4.886737976E0,-6.320905609E0,-7.812254333E-1,8.027725017E0
1.281791000E0,-4.610562286E0,-6.633904724E0,-7.664062500E-2,8.079099595E0
1.291870000E0,-4.722379761E0,-6.495143280E0,9.360035706E-1,8.084791866E0
1.301950000E0,-4.949008484E0,-6.131100311E0,1.095272369E0,7.955042273E0
1.312030000E0,-5.950875092E0,-6.283633118E0,3.647914124E-1,8.661987779E0
1.322110000E0,-6.580615540E0,-6.079158325E0,6.370751953E-1,8.981454872E0
1.332189000E0,-6.476581879E0,-5.839806061E0,6.981481934E-1,8.748534652E0
1.342269000E0,-5.462141418E0,-5.662724304E0,7.753875732E-2,7.868128601E0
1.352349000E0,-5.397625580E0,-6.047574005E0,-1.932481384E-1,8.108320300E0
1.362429000E0,-6.192472687E0,-6.494245148E0,3.800596619E-1,8.981446619E0
1.372509000E0,-7.808212738E0,-7.664361877E0,1.146316223E0,1.100112131E1
1.382588000E0,-8.199499054E0,-8.241711273E0,2.841690674E0,1.196799045E1
1.392668000E0,-7.503596191E0,-8.075706482E0,3.297941895E0,1.150640742E1
1.402748000E0,-4.745731201E0,-7.511829071E0,1.930236053E0,9.092598740E0
1.412828000E0,-4.659510498E0,-6.568939819E0,7.475454712E-1,8.088314575E0
1.422907000E0,-2.441423035E0,-2.196382599E0,4.325854340E0,5.431174709E0
1.432987000E0,2.084415436E0,2.899470520E-1,1.563648376E0,2.621803434E0
1.443067000E0,-1.352587280E0,-2.564467163E0,-2.129621429E0,3.597397895E0
1.453147000E0,-4.505331116E0,-6.610702972E0,-8.788224792E-1,8.048088668E0
1.463226000E0,-5.598208466E0,-8.919202423E0,-1.094224548E0,1.058722991E1
1.473306000E0,-5.918392639E0,-1.054497162E1,-2.893632660E0,1.243370049E1
1.483386000E0,-7.266638947E0,-1.122216339E1,-3.394940186E0,1.379371638E1
1.493466000E0,-8.073610840E0,-1.159099640E1,-2.462978210E0,1.433878137E1
1.503546000E0,-7.907606049E0,-1.148262177E1,-2.996917877E0,1.426051727E1
1.513625000E0,-7.305258636E0,-1.041968216E1,-2.296224976E0,1.293094077E1
1.523705000E0,-5.710475006E0,-8.247249756E0,-7.999365234E-1,1.006312833E1
1.533785000E0,-5.660179596E0,-7.479795685E0,1.156045990E0,9.451000946E0
1.543865000E0,-5.268444214E0,-7.668253784E0,3.106789398E0,9.808708421E0
1.553944000E0,-5.538482666E0,-8.972192230E0,3.349883881E0,1.106330627E1
1.564024000E0,-5.728886719E0,-1.114357681E1,2.047142944E0,1.269607189E1
1.574104000E0,-5.238656158E0,-1.312425797E1,7.756869507E-1,1.415243286E1
1.584184000E0,-4.685706024E0,-1.513248184E1,5.266049194E-1,1.585008392E1
1.594263000E0,-4.461771698E0,-1.646291519E1,2.659968567E-1,1.705889028E1
1.604342792E0,-3.578159180E0,-1.693922470E1,-6.870712280E-2,1.731315330E1
1.614422792E0,-2.491119690E0,-1.585757401E1,3.267704773E-1,1.605537635E1
1.624502792E0,-1.923050995E0,-1.258507919E1,6.667135620E-1,1.274860190E1
1.634582792E0,-1.914219360E0,-9.835147705E0,5.924679565E-1,1.003720003E1
1.644661792E0,-1.930086365E0,-8.502019958E0,5.212161255E-1,8.733913384E0
1.654741792E0,-2.273921356E0,-7.741152191E0,4.369413757E-1,8.080041667E0
1.664821792E0,-2.879262543E0,-7.914042664E0,5.192701721E-1,8.437527220E0
1.674901792E0,-3.536695404E0,-8.464298401E0,4.067042542E-1,9.182481699E0
1.684980792E0,-4.016447754E0,-9.187594299E0,8.831634521E-3,1.002715411E1
1.695060792E0,-3.838318176E0,-9.602531433E0,-3.908372498E-1,1.034862552E1
1.705140792E0,-3.817361755E0,-9.549990692E0,-5.822891235E-1,1.030114720E1
1.715220792E0,-3.665128326E0,-9.336384888E0,-1.917512512E-1,1.003185013E1
1.725299792E0,-3.466491394E0,-9.452094269E0,-7.188052368E-1,1.009333095E1
1.735379792E0,-2.855312347E0,-8.965755615E0,-4.529580688E-1,9.420337221E0
1.745459792E0,-1.346300354E0,-7.979157257E0,-1.302291870E-2,8.091949380E0
1.755539792E0,9.439370728E-1,-7.072792053E0,-5.037025452E-1,7.153259458E0
1.765618792E0,2.348166962E0,-7.109166412E0,-6.836283875E-1,7.518077077E0
1.775698792E0,2.789000244E0,-7.956853638E0,3.032693481E-1,8.436943432E0
1.785778792E0,2.644850006E0,-8.606802063E0,1.004111938E0,9.059829694E0
1.795858792E0,2.574346619E0,-8.845705261E0,1.185384979E0,9.288643584E0
1.805938792E0,2.533331909E0,-8.925040283E0,1.130748596E0,9.346267009E0
1.816017792E0,2.925815735E0,-9.412576447E0,9.448352051E-1,9.902005183E0
1.826097792E0,3.817212067E0,-1.023361908E1,5.016069031E-1,1.093387749E1
1.836177792E0,4.802762604E0,-1.093850327E1,1.564247131E-1,1.194746212E1
1.846257792E0,5.312901764E0,-1.154878418E1,1.683998108E-1,1.271336697E1
1.856336792E0,4.782255249E0,-1.170655609E1,5.417234802E-1,1.265728585E1
1.866416792E0,3.689078522E0,-1.144040955E1,1.190175018E0,1.207927098E1
1.876496792E0,2.749931488E0,-1.089808731E1,1.606159973E0,1.135386190E1
1.886576792E0,2.073637848E0,-9.964029694E0,1.465452576E0,1.028248087E1
1.896655792E0,1.827848969E0,-9.190288696E0,1.167122955E0,9.442701635E0
1.906735792E0,1.664987640E0,-8.874146118E0,9.889933777E-1,9.082992958E0
1.916815792E0,1.287023621E0,-9.013057251E0,8.360115051E-1,9.142786558E0
1.926895792E0,8.786727905E-1,-9.382039948E0,6.846762085E-1,9.447937392E0
1.936975792E0,8.741821289E-1,-9.857002258E0,4.653822327E-1,9.906627506E0
1.947054792E0,9.734257507E-1,-1.019425095E1,3.348536682E-1,1.024609374E1
1.957134792E0,9.392967224E-1,-1.030292496E1,3.603007507E-1,1.035192531E1
1.967214792E0,1.001567230E0,-1.024963577E1,4.418811035E-1,1.030793041E1
1.977294792E0,1.214274902E0,-1.007150620E1,5.423222351E-1,1.015892780E1
1.987373792E0,1.432820435E0,-9.746981049E0,6.565347290E-1,9.873583534E0
1.997453792E0,1.767374725E0,-9.575587463E0,7.577243042E-1,9.766761736E0
2.007533792E0,2.075134735E0,-9.477840729E0,7.840695190E-1,9.733982436E0
2.017613792E0,2.283501434E0,-9.394763489E0,7.695497131E-1,9.698874500E0
2.027692792E0,2.350711670E0,-9.417216797E0,7.373666382E-1,9.734142341E0
2.037772792E0,2.243235168E0,-9.503886566E0,7.616162109E-1,9.794693621E0
2.047852792E0,2.005679169E0,-9.621691589E0,7.445516968E-1,9.856675667E0
2.057932792E0,1.761087799E0,-9.723479919E0,6.747967529E-1,9.904687912E0
2.068012792E0,1.624122620E0,-9.817933502E0,5.442681885E-1,9.966234013E0
2.078091792E0,1.568737793E0,-9.792336731E0,4.459226990E-1,9.927217333E0
2.088171792E0,1.575024719E0,-9.625134430E0,4.107458496E-1,9.761794293E0
2.098251792E0,1.555565186E0,-9.405690765E0,3.400927734E-1,9.539521210E0
2.108331792E0,1.274449768E0,-9.261241150E0,1.378633118E-1,9.349535611E0
2.118410792E0,1.640289001E0,-9.161997528E0,5.571414185E-1,9.324331251E0
2.128490792E0,2.283501434E0,-9.439071350E0,5.406756592E-1,9.726395885E0
2.138570792E0,7.610174561E-1,-9.825867004E0,1.599723358E0,9.984283889E0
2.148650792E0,1.406475220E0,-9.679022369E0,8.222401428E-1,9.815178318E0
2.158729792E0,2.250120850E0,-9.614955597E0,1.922152863E0,1.006007389E1
2.168809792E0,1.659748535E0,-9.768536224E0,1.457369385E0,1.001513808E1
2.178889792E0,1.831441498E0,-9.820328522E0,8.002359009E-1,1.002164696E1
2.188969792E0,1.487456818E0,-9.751471710E0,5.640270996E-1,9.880377263E0
2.199049792E0,8.854087830E-1,-9.768685913E0,6.298901367E-1,9.828933552E0
2.209128792E0,9.349557495E-1,-9.693841553E0,1.254541168E0,9.819296301E0
2.219208792E0,1.679956512E0,-9.469607849E0,1.544637909E0,9.740720352E0
2.229288792E0,2.684816895E0,-9.701475677E0,1.230740662E0,1.014108449E1
2.239368792E0,2.148033142E0,-9.853260040E0,1.165925446E0,1.015185510E1
2.249447792E0,2.050136719E0,-9.481133881E0,1.001417542E0,9.751809951E0
2.259527792E0,2.127675476E0,-8.931626587E0,5.360353088E-1,9.197189259E0
2.269607792E0,2.494113464E0,-8.934919739E0,6.475534058E-1,9.299070820E0
2.279687792E0,2.523153076E0,-9.499994659E0,2.966830444E-1,9.833830424E0
2.289767792E0,2.118394775E0,-9.869725800E0,6.367758179E-1,1.011457202E1
2.299846792E0,1.768272858E0,-9.853559418E0,1.111139374E0,1.007244026E1
2.309926792E0,1.380579071E0,-9.671238556E0,1.259181519E0,9.850096034E0
2.320006792E0,1.307980042E0,-9.620344391E0,1.280587006E0,9.792943432E0
2.330086792E0,1.232237549E0,-9.569899292E0,1.214424591E0,9.725030022E0
2.340165792E0,1.092577972E0,-9.642648010E0,1.203347626E0,9.778672343E0
2.350245792E0,8.587641907E-1,-9.756710815E0,1.205742645E0,9.868368518E0
2.360325792E0,7.629634094E-1,-9.838740234E0,1.137035522E0,9.933567956E0
2.370405792E0,9.499246216E-1,-9.993967438E0,1.038390656E0,1.009257138E1
2.380484792E0,1.107995911E0,-9.854008484E0,9.042695618E-1,9.957250704E0
2.390564792E0,1.342857513E0,-9.507179718E0,9.973759460E-1,9.653211449E0
2.400644792E0,1.344055023E0,-9.360634460E0,1.149010620E0,9.526184273E0
2.410724792E0,1.438658295E0,-9.366172943E0,1.078507233E0,9.537196189E0
2.420803792E0,1.433868256E0,-9.314530334E0,1.347048798E0,9.520031197E0
2.430883792E0,4.065545654E-1,-9.265582123E0,1.436712341E0,9.385118062E0
2.440963792E0,2.052531738E0,-1.013168106E1,1.148262177E0,1.040107464E1
2.451043792E0,2.823129272E-1,-1.053943314E1,1.435814209E0,1.064053165E1
2.461123792E0,-1.392254791E0,-8.877289581E0,1.497785339E0,9.109775224E0
2.471202792E0,2.288890228E0,-8.798703003E0,1.182989960E0,9.168187294E0
2.481282792E0,1.459015961E0,-9.542655945E0,4.655319214E-1,9.664767458E0
2.491362792E0,1.600920868E0,-1.035666321E1,7.071295166E-1,1.050349716E1
2.501442792E0,1.156345367E0,-1.002495300E1,1.032403107E0,1.014409550E1
2.511521792E0,1.340312805E0,-9.496102753E0,1.152603149E0,9.659239097E0
2.521601792E0,2.140099640E0,-9.463620300E0,1.090632019E0,9.763688538E0
2.531681792E0,1.536105652E0,-9.420659637E0,1.188229065E0,9.618749237E0
2.541761792E0,1.260528717E0,-9.100026398E0,1.383123779E0,9.290449100E0
2.551841792E0,1.190175018E0,-8.687184906E0,1.388213196E0,8.877546623E0
2.561920792E0,1.897903290E0,-9.292226715E0,1.197659454E0,9.559388181E0
2.572000792E0,1.890269165E0,-1.029633865E1,1.085991669E0,1.052459430E1
2.582080792E0,1.350791016E0,-1.033316208E1,1.131047974E0,1.048227764E1
2.592160792E0,1.718875580E0,-9.800120544E0,1.116528168E0,1.001216915E1
2.602239917E0,2.073637848E0,-9.636810150E0,1.105451202E0,9.919178704E0
2.612319917E0,1.643582153E0,-9.557924194E0,1.149309998E0,9.766073452E0
2.622399917E0,1.176104279E0,-9.336833954E0,1.429676971E0,9.518595789E0
2.632479917E0,1.806593170E0,-1.017568954E1,1.376387787E0,1.042606733E1
2.642558917E0,8.948391724E-1,-1.017733612E1,1.327140198E0,1.030243703E1
2.652638917E0,8.065228271E-1,-9.814191284E0,1.521885223E0,9.964184074E0
2.662718917E0,1.531315613E0,-1.005279510E1,1.409019928E0,1.026591224E1
2.672798917E0,8.346643066E-1,-9.550888824E0,1.524878998E0,9.707800874E0
2.682878917E0,1.046922913E0,-9.195527802E0,1.785636749E0,9.425618162E0
2.692957917E0,2.596201172E0,-1.016610947E1,1.226998444E0,1.056388032E1
2.703037917E0,3.084934845E0,-1.240709930E1,1.257984009E0,1.284661278E1
2.713117917E0,1.407073975E-2,-1.147004791E1,1.452579346E0,1.156166873E1
2.723197917E0,2.509531403E0,-1.114881592E1,1.755399628E0,1.156180229E1
2.733276917E0,3.669618988E0,-1.176658127E1,1.418150940E0,1.240684047E1
2.743356917E0,2.467468872E0,-1.031519943E1,1.567689972E0,1.072144551E1
2.753436917E0,2.512824554E0,-8.047115936E0,1.781894531E0,8.616583444E0
2.763516917E0,2.069296875E0,-5.884562988E0,1.630858612E0,6.447462364E0
2.773595917E0,-8.128097534E-2,-4.259841614E0,1.378184052E0,4.477973699E0
2.783675917E0,-2.996468811E0,-3.789669342E0,1.718426514E0,5.127709892E0
2.793755917E0,-2.974165192E0,-5.589825897E0,2.076781311E0,6.663695128E0
2.803835917E0,1.254391479E-1,-7.884104919E0,2.436183929E0,8.252868441E0
2.813915917E0,4.617897034E-1,-8.003406830E0,1.887425079E0,8.235905782E0
2.823994917E0,5.254074097E-1,-7.834108887E0,8.681945801E-1,7.899561812E0
2.834074917E0,3.365002441E-1,-7.522906036E0,4.782554626E-1,7.545599773E0
2.844154917E0,6.438111877E-1,-7.379354553E0,2.591111755E-1,7.411916423E0
2.854234917E0,2.626438293E0,-9.398206329E0,2.154020691E-1,9.760679196E0
2.864313917E0,2.897524567E0,-1.155537048E1,6.212081909E-1,1.192929735E1
2.874393917E0,2.096540222E0,-1.293669800E1,9.957293701E-1,1.314325352E1
2.884473917E0,1.646126862E0,-1.420396271E1,1.003662872E0,1.433421185E1
2.894553917E0,1.557361450E0,-1.478176117E1,9.211843872E-1,1.489209249E1
2.904632917E0,1.645079041E0,-1.398392029E1,8.378077698E-1,1.410525553E1
2.914712917E0,8.162525940E-1,-1.104104004E1,9.018745422E-1,1.110784458E1
2.924792917E0,8.141569519E-1,-8.745862885E0,7.277865601E-1,8.813775718E0
2.934872917E0,1.219514008E0,-8.089627533E0,7.023394775E-1,8.211124696E0
2.944952917E0,1.374591522E0,-8.611292725E0,9.232800293E-1,8.769054125E0
2.955031917E0,1.110241241E0,-9.570048981E0,1.194066925E0,9.707948750E0
2.965111917E0,8.029302979E-1,-1.007973907E1,1.227297821E0,1.018587732E1
2.975191917E0,6.256988525E-1,-1.000983444E1,1.138083344E0,1.009373659E1
2.985271917E0,5.276527405E-1,-9.743388519E0,1.008602600E0,9.809654248E0
2.995350917E0,4.312532043E-1,-9.608518982E0,9.704319763E-1,9.667024081E0
3.005430917E0,3.086581421E-1,-9.682165833E0,1.082099762E0,9.747335274E0
3.015510917E0,2.420466614E-1,-9.816286926E0,1.193168793E0,9.891497732E0
3.025590917E0,2.222877502E-1,-9.859247589E0,1.162632294E0,9.930049784E0
3.035669917E0,2.493814087E-1,-9.773775330E0,1.110839996E0,9.839859795E0
3.045749917E0,2.745291138E-1,-9.685458984E0,1.112336884E0,9.752988020E0
3.055829917E0,2.573149109E-1,-9.641151123E0,1.152752838E0,9.713230413E0
3.065909917E0,2.264790344E-1,-9.662855988E0,1.169218597E0,9.735971997E0
3.075989917E0,2.076182556E-1,-9.673783264E0,1.066831512E0,9.734645215E0
3.086068917E0,2.725831604E-1,-9.638905792E0,1.010847931E0,9.695597970E0
3.096148917E0,3.297642517E-1,-9.640402679E0,9.593550110E-1,9.693630399E0
3.106228917E0,3.086581421E-1,-9.660011902E0,7.878117371E-1,9.696996810E0
3.116308917E0,3.234773254E-1,-9.629325714E0,6.090834045E-1,9.653990568E0
3.126387917E0,4.309538269E-1,-9.602082367E0,4.781057739E-1,9.623631961E0
3.136467917E0,5.809419250E-1,-9.528884583E0,5.028044128E-1,9.559808951E0
3.146547917E0,7.198530579E-1,-9.519005127E0,5.622308350E-1,9.562727150E0
3.156627917E0,8.074209595E-1,-9.653275909E0,4.981640625E-1,9.699785143E0
3.166707917E0,9.569599915E-1,-9.769883423E0,4.480183411E-1,9.826856820E0
3.176786917E0,1.127305756E0,-9.811496887E0,4.659809875E-1,9.887033312E0
3.186866917E0,1.318757629E0,-9.793234863E0,5.180726624E-1,9.895199344E0
3.196946917E0,1.481768646E0,-9.719588013E0,5.748046875E-1,9.848676555E0
3.207026917E0,1.578766937E0,-9.619595947E0,6.279441833E-1,9.768492470E0
3.217105917E0,1.641336823E0,-9.655072174E0,6.191125488E-1,9.813139436E0
3.227185917E0,1.730251923E0,-9.664502563E0,6.352789307E-1,9.838697111E0
3.237265917E0,1.687590637E0,-9.706714783E0,6.318360901E-1,9.872562528E0
3.247345917E0,1.665586395E0,-9.763297119E0,5.855822754E-1,9.921645795E0
3.257424917E0,1.661694489E0,-9.817783813E0,5.447172546E-1,9.972302867E0
3.267504917E0,1.669927368E0,-9.877210236E0,4.968168640E-1,1.002969424E1
3.277584917E0,1.681902466E0,-9.926457825E0,5.011578369E-1,1.008040277E1
3.287664917E0,1.688937836E0,-9.945168915E0,5.421725464E-1,1.010212091E1
3.297744917E0,1.661844177E0,-9.932595062E0,5.953120422E-1,1.008823905E1
3.307823917E0,1.611399078E0,-9.847272491E0,6.756948853E-1,1.000109724E1
